payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
04/25/2025,98707.78,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of payroll and expenses to develop geospatial software for increased understanding of diseases and their causes in the United States.,"NIH approves the payment for RLM014519B in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.
",BIOMEDWARE,
05/12/2025,98635.6,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,CONFERENCE REGISTRATION,"NIH approves the payments for 4040578054 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","HEALTH AND HUMAN SERVICES, NEBRASKA DEPARTMENT OF",
05/07/2025,98608.08,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement for approved expenses related to INBRE Partnerships for Biomedical Research in Arkansas for the period of 04/30/2025-05/05/2025. Expenses include Materials/Supplies: $378.83, Other Direct Costs: $7,678.13 Core Lab testing , Equipment and Other Capital: $76,148.46, Subawards: $10,212.71, Indirects: $4,189.95.","NIH approves the payments for 4040570505 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF ARKANSAS SYSTEM,
04/25/2025,98565.12,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for reasonable and necessary expenditures to further the aims of the award,"NIH approves the payments for 4040553254 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CEDARS-SINAI MEDICAL CENTER,
05/09/2025,98544.67,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Approved expenses for period ending 4.30.25,"NIH approves the payment for RAA029097A in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF SOUTH CAROLINA,
04/29/2025,98521.58,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The amount consists of allowable direct costs in support of the scope of work of the awarded project and the associated indirect costs as negotiated in our NICRA if applicable.,"NIH approves the payments for 4040558659 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,
05/02/2025,98521.58,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The amount consists of allowable direct costs in support of the scope of work of the awarded project and the associated indirect costs as negotiated in our NICRA if applicable.,"NIH approves the payments for 4040565692 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,
04/28/2025,98502,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Expenditure incurred,"NIH approves the payment for RAA012725F in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF SYDNEY-INSTITUTE FOR INTERNATIONAL HEALTH,
04/28/2025,98404.8,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Requesting reimbursement for expenses, to include personnel, OTPS and IDC, incurred on grant.","NIH approves the payments for 4040555535 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",HACKENSACK MEDICAL CENTER,
04/23/2025,98324.04,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The university is requesting reimbursement for April 2025 to offset allowable and necessary costs for incurred carrying out the goals and requirements of subaccount RGM141372A,"NIH approves the payments for 4040547675 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF UTAH,
05/08/2025,98292.08,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Requesting payment for Award Number 3U54CA260517-02S2; Expenditure period 9/13/2024 - 4/30/2025; Salary: $5,868.74, Fringe: $1,678.45, Exp Materials &amp; Services: $56,113.48, Indirect Costs: $34,631.41","NIH approves the payments for 4040573818 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",THE LELAND STANFORD JUNIOR UNIVERSITY,
04/28/2025,98286.39,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Salary, Fringe, F&amp;A, Travel, Subs","NIH approves the payments for 4040556500 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",University of Maryland Baltimore County,
05/08/2025,98261.82,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Requesting payment for Award Number 1R01HD11471901; Expenditure period 10/15/2024 - 4/17/2025; Salary: $71,507.04, Fringe: $2,867.89, Indirect Costs: $23,886.89","NIH approves the payments for 4040573818 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",THE LELAND STANFORD JUNIOR UNIVERSITY,
04/29/2025,98243.3,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The amount consists of allowable direct costs in support of the scope of work of the awarded project and the associated indirect costs as negotiated in our NICRA if applicable.,"NIH approves the payments for 4040558659 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,
05/02/2025,98243.3,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The amount consists of allowable direct costs in support of the scope of work of the awarded project and the associated indirect costs as negotiated in our NICRA if applicable.,"NIH approves the payments for 4040565692 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,
04/29/2025,98196.43,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of paid invoices for the expenditures of subawardee IP Cameroun during the 4th year,"NIH approves the payment for UAI151758A in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",INSTITUT PASTEUR,
05/01/2025,98151.65,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Application development on suicide safety planning module for use in initial micro-randomized trial,"NIH approves the payments for 4040563325 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",KSANA HEALTH INC,
05/09/2025,98126.97,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Approved expenses for period ending 4.30.25,"NIH approves the payments for 4040576357 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF SOUTH CAROLINA,
05/02/2025,98010.87,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"For reimbursement of allowable and allocable expenses incurred in the execution of the approved scope of work under the federal award. These costs are necessary, reasonable, and compliant with the terms and conditions set forth by the awarding agency.","NIH approves the payments for 4040564274 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF ARIZONA,
05/07/2025,98002.06,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Cost period 04/2025,"NIH approves the payments for 4040571663 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","TRIAD NATIONAL SECURITY, LLC",
04/28/2025,97986.77,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of salary and non-salary expenses for award PAI039671F; amounts were incurred in accordance with the sponsor approved budget.,"NIH approves the payments for 4040556486 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",YALE UNIVERSITY,
05/05/2025,97931.88,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Allowable expenses to support 5 K23 HL165110-03 since prior invoice: Employee Benefits, Salary and Wages","NIH approves the payments for 4040566515 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF CHICAGO,
04/29/2025,97914.8,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement for allowable and allocable payroll, supplies, and/or other project costs for the research aims approved by the funding agency.  The University regularly monitors expenditures and reviews processes to ensure the accuracy of, and to adjust as necessary, its draw, return, and refund amount throughout the life of the award, and to implement any other necessary adjustments upon identification.","NIH approves the payments for 4040558741 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF ILLINOIS BOARD OF TRUSTEES,
05/09/2025,97814.9,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of salaries, fringe and supply expenses for the project.","NIH approves the payments for 4040576417 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",DREXEL UNIVERSITY,
05/06/2025,97805.41,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency","NIH approves the payments for 4040568283 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF PENNSYLVANIA,
04/30/2025,97748.27,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency on 5P01HD106485-04","NIH approves the payments for 4040560708 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",Duke University,
04/30/2025,97722.24,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency as related to expenses funded by this grant","NIH approves the payments for 4040559954 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","Massachusetts General Hospital, The",
04/29/2025,97696.63,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement for allowable and allocable payroll, supplies, and/or other project costs for the research aims approved by the funding agency.  The University regularly monitors expenditures and reviews processes to ensure the accuracy of, and to adjust as necessary, its draw, return, and refund amount throughout the life of the award, and to implement any other necessary adjustments upon identification.","NIH approves the payments for 4040558741 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF ILLINOIS BOARD OF TRUSTEES,
05/01/2025,97691.76,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The expenses in this payment request for UNS087748C are in line with the approved budget and project goals. They&iquest;ve been reviewed for allowability and allocability and comply with sponsor guidelines and institutional policies.,"NIH approves the payments for 4040562450 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",MEDICAL UNIVERSITY OF SOUTH CAROLINA THE,
04/29/2025,97659.24,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement to University of Oxford,"NIH approves the payments for 4040557111 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF OXFORD,
04/28/2025,97657.49,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,This payment request is for reimbursement of payroll and/or other expenses for this award.,"NIH approves the payments for 4040556591 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TRUSTEES OF INDIANA UNIVERSITY,
04/29/2025,97640.85,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for payroll and supply expenses for basic and clinical research projects as budgeted and approved in the corresponding grants Notice of Awards,"NIH approves the payments for 4040558940 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",ALBERT EINSTEIN COLLEGE OF MEDICINE,
04/30/2025,97613.69,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency as related to expenses funded by this grant","NIH approves the payments for 4040559954 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","Massachusetts General Hospital, The",
04/30/2025,97594.48,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency on 5U01AI163099-04","NIH approves the payments for 4040560708 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",Duke University,
04/28/2025,97532.29,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Requesting reimbursement for expenses, to include personnel, OTPS and IDC, incurred on grant.","NIH approves the payments for 4040555535 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",HACKENSACK MEDICAL CENTER,
04/29/2025,97416.91,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Payment for UCA233465B to reimburse USC for expenses incurred up to 04/27/2025, as authorized in the approved budget for this award.","NIH approves the payments for 4040557040 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF SOUTHERN CALIFORNIA,
05/01/2025,97326.96,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,for allowable expenses on the award,"NIH approves the payments for 4040563353 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",SCRIPPS RESEARCH INSTITUTE,
05/01/2025,97273.85,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Requesting reimbursement for cost incurred through period ended 3/31/25,"NIH approves the payments for 4040562054 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",THE NEMOURS FOUNDATION,
05/08/2025,97200.1,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency on 5U19AG063744-05","NIH approves the payments for 4040573237 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",Duke University,
05/09/2025,97179.94,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,REIMBURSEMENT OF GRANT EXPENSES,"NIH approves the payments for 4040575836 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CWRU-CLEVELAND CLINIC LERNER COLLEGE,
04/25/2025,97155.24,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of salary, supplies, indirect costs (IDC), and other reasonable and necessary expenditures incurred for the period March 2025 in the execution of the scope of work under award # RAG073949A Data driven dynamic activity/connectivity methods for early detection of Alzheimer&iquest;s","NIH approves the payments for 4040553218 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION,
05/07/2025,97152.15,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,DIRECT AND INDIRECT EXPENSES RELATED TO: DELPHI INFLUENZA FORECASTING CENTER OF EXCELLENCE,"NIH approves the payments for 4040570151 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CARNEGIE MELLON UNIVERSITY,
04/29/2025,97100.04,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The amount consists of allowable direct costs in support of the scope of work of the awarded project and the associated indirect costs as negotiated in our NICRA if applicable.,"NIH approves the payments for 4040558659 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,
05/02/2025,97100.04,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The amount consists of allowable direct costs in support of the scope of work of the awarded project and the associated indirect costs as negotiated in our NICRA if applicable.,"NIH approves the payments for 4040565692 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,
05/02/2025,97058.75,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Funds will be used for salary, fringe, IDC, materials and supplies per the approved budget","NIH approves the payments for 4040564542 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CASE WESTERN RESERVE UNIVERSITY,
04/25/2025,97020.32,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,DFCI 09/03/2024-03/31/2025 billing period.,"NIH approves the payment for RCA236253C in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.
",FRIENDI.FI CORPORATION,
04/28/2025,97006.29,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,ALS disease progression biomarker development,"NIH approves the payment for RNS137901A in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",NEURODEX INC,
04/28/2025,96959.42,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for allowable expenses on grant.,"NIH approves the payments for 4040556484 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",RUSH UNIVERSITY MEDICAL CENTER,
04/25/2025,96943.29,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Payment is for reimbursement of payroll, supplies and/or other costs already incurred and authorized to support and complete the approved project objectives. We certify to the best of our knowledge that these costs are reasonable, necessary, allocable and otherwise allowable in accordance with the award terms and conditions for award  RAI173558A","NIH approves the payments for 4040554569 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,
05/09/2025,96921.56,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Draw for subaward invoice only $96,921.56. This does not include indirect or fee. The subawardee is completing work to advance and complete the grant aims.","NIH approves the payment for   RHL167315A    in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",21MEDTECH LLC,
05/08/2025,96911.7,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Disbursement of funds for the April 2025 expenses,"NIH approves the payment for UAI069399D in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",RESEARCH INSTITUTE FOR HEALTH SCIENCES,
05/07/2025,96902.7,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"direct wages, indirect, and vendor intercreate invoice 1817 for software development services","NIH approves the payment for   	SHD116629A    in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",Sequitur Health Corp,
05/06/2025,96845.15,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for expenses related to the scope of work on award RDK113103B,"NIH approves the payments for 4040568864 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGENTS,
04/22/2025,96842.23,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement is requested for the pre-approved budget categories of Salaries and Fringe Benefits for key personnel working on the grant or cooperative agreement, along with equipment, travel, materials and supplies, other Direct Costs,&nbsp;and indirect costs.","NIH approves the payment for KGM093854E in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",
05/09/2025,96818.04,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for research expenses on awards,"NIH approves the payments for 4040576384 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","UNIV OF TEXAS SYS CANCER CTR, M D ANDERSON HOSP/TUM INS",
05/02/2025,96779.26,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Payment request is for actual Expenses incurred during the period January 1, 2025 to March 31, 2025 (Personnel costs including Salaries and Fringe Benefits, Materials &amp; Supplies, Other costs, Subawards Costs, and Federal F&amp;A Costs)","NIH approves the payment for RDA052565A in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.

",AMERICAN UNIVERSITY OF BEIRUT,
04/28/2025,96772.23,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable costs incurred in support of the project,"NIH approves the payments for 4040556681 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",MICHIGAN STATE UNIVERSITY,
