piid,agency,vendor,value,description,fpds_status,fpds_link,deleted_date,savings
75ACF122F80018,Department of Health and Human Services,MANPOWER DEMONSTRATION RESEARC,1427491,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES. TO DEVELOP DATA SET(S) TO SUPPORT ANALYSES OF LONG-TERM OUTCOMES RELATED TO MAJOR NATIONAL EMPLOYMENT PROGRAM EVALUATION(S) AND PERFORM AND PUBLISH ANALYTICAL RESULTS USING THOSE DATA.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF122F80018&modNumber=P00003&idvAgencyID=&idvPIID=GS10F0245N&contractType=AWARD,4/15/2025,770896
75N95024C00014,Department of Health and Human Services,UNIVERSITY OF UTAH,2338198.48,HEALTH BASIC RESEARCH: QUANTIFICATION OF DRUGS OF ABUSE AND RELATED SUBSTANCES IN BIOLOGICAL SPECIMENS,CHANGE ORDER,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024C00014&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,7/11/2025,766437.52
75D30122F14094,Department of Health and Human Services,DELOITTE CONSULTING LLP,4617056.22,DRUG OVERDOSE PREVENTION DASHBOARD & INTEGERATION TECHNICAL SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F14094&modNumber=P00004&idvAgencyID=&idvPIID=GS00Q14OADU113&contractType=AWARD,3/21/2025,766256.07
75N95024F00029,Department of Health and Human Services,"GAP SOLUTIONS, INC.",1148557.68,"Scientific, Administrative, Operational Resources (SOAR): TO is unoccupied and will be closed.",FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00029&modNumber=P00001&idvAgencyID=&idvPIID=75N95021D00011&contractType=AWARD,2/24/2025,765705.12
75N93024F00004,Department of Health and Human Services,SRI INTERNATIONAL,1023969,NON-CLINICAL SERVICES FOR DEVELOPMENT OF INTERVENTIONAL AGENTS FOR INFECTIOUS DISEASES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00004&modNumber=P00002&idvAgencyID=&idvPIID=75N93018D00001&contractType=AWARD,4/29/2025,763824
75D30122C13259,Department of Health and Human Services,"DAWSON'S REALTY & MORTGAGES, INC.",2903599.08,ADMINISTRATIVE SUPPORT SERVICES: DIVISION OF CANCER PREVENTION AND CONTROL,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C13259&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,9/9/2025,763776
75N91024F00007,Department of Health and Human Services,NOVA RESEARCH COMPANY,5866969.36,CUSTOM COMPUTER PROGRAMMING SERVICES: SCIENTIFIC MEETINGS AND WORKING GROUP SUPPORT FOR NATIONAL CANCER INSTITUTE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00007&modNumber=P00001&idvAgencyID=&idvPIID=75N91020A00001&contractType=AWARD,7/24/2025,761957.27
75N98024C00016,Department of Health and Human Services,VISION QUEST SOLUTIONS INC,2472396,"SECURITY GUARDS AND PATROL SERVICES: EXECUTIVE SAFETY SPECIALIST, OFFICE OF THE DIRECTOR, NATIONAL INSTITUTE OF HEALTH",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98024C00016&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,9/2/2025,761752.64
75D30121C10786,Department of Health and Human Services,"ASRT, INC",3549344,DHDSP SCIENTIFIC HEALTH SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121C10786&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,4/17/2025,759801.2
75FCMC23F0041,Department of Health and Human Services,"LEIDOS, INC.",47634673.23,"OTHER COMPUTER RELATED SERVICES: DEVELOP, ENGINEER, MAINTAIN, AND OPERATE THE NATIONAL DATA WAREHOUSE SERVICES THAT SUPPORT CENTERS FOR MEDICARE AND MEDICAID SERVICES REQUIREMENTS",EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC23F0041&modNumber=P00008&idvAgencyID=&idvPIID=GS35F116AA&contractType=AWARD,7/22/2025,750031.56
75D30124F00028,Department of Health and Human Services,NATIONAL ACADEMY OF SCIENCES,1500000,NAS IDIQ 2021,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00028&modNumber=P00001&idvAgencyID=&idvPIID=75D30121D11240&contractType=AWARD,4/23/2025,750000
75FCMC22F0126,Department of Health and Human Services,GRANT THORNTON LLP,1774633,CMMI Risk Assessment & Operational Analysis,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC22F0126&modNumber=P00007&idvAgencyID=&idvPIID=GS00F143CA&contractType=AWARD,2/19/2025,750000
75P00122F80221,Department of Health and Human Services,CG STRATEGY INC,3598655,OHIC EQUITY STRATEGIC PROGRAM & ORGANIZATION IMPROVEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00122F80221&modNumber=P00004&idvAgencyID=&idvPIID=GS10F106CA&contractType=AWARD,1/29/2025,749999.24
75D30120C07301,Department of Health and Human Services,"VISTRA COMMUNICATIONS, LLC",3456017.01,CONTRACT FOR INTERNAL/BUSINESS COMMUNICATION SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120C07301&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,2/13/2025,729193.07
75N92025F00001,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,1109083.82,LEADERSHIP MASTERY PROGRAM,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92025F00001&modNumber=P00002&idvAgencyID=&idvPIID=75N92023A00030&contractType=AWARD,5/2/2025,728259.83
75F40124F80354,Department of Health and Human Services,THE MITRE CORPORATION,999876,"FOOD AND DRUG ADMINISTRATION (FDA) RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F80354&modNumber=P00001&idvAgencyID=&idvPIID=75FCMC23D0004&contractType=AWARD,4/17/2025,724880
200202419659,Department of Health and Human Services,"PEERS AND PARTNERS, INC.",912039.48,"CONSULTING SERVICES, TRAINING OF TRAINERS, AND EVALUATION ACTIVITY",No Match in FPDS Log,,2/13/2025,724748.18
75D30124F20023,Department of Health and Human Services,GOVSTRIVE LLC,2557171.85,SUBSCRIPTION -AUTOMATE ORGANIZATIONAL CHARTS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20023&modNumber=P00001&idvAgencyID=&idvPIID=GS02F013GA&contractType=AWARD,2/13/2025,724434.25
75N98024F00001,Department of Health and Human Services,"ARCSOURCE GROUP, INC",893019.14,COMPUTER SYSTEMS DESIGN SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98024F00001&modNumber=P00001&idvAgencyID=&idvPIID=75N98120D00173&contractType=AWARD,5/12/2025,723129
75N94024F00001,Department of Health and Human Services,"INFORMATION MANAGEMENT SERVICES, INC.",4326827.15,"STATISTICAL ANALYSIS, PROGRAMMING AND DATA MANAGEMENT SUPPORT ACTIVITIES, DIVISION OF INTRAMURAL RESEARCH, NATIONAL INSTITUTE ON MINORITY HEALTH AND HEALTH DISPARITIES",OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94024F00001&modNumber=P00005&idvAgencyID=&idvPIID=HHSN316201200149W&contractType=AWARD,7/2/2025,721703.31
75N95024F00030,Department of Health and Human Services,"KELLY SERVICES, INC.",961919.04,"Scientific, Administrative, Operational Resources (SOAR) : The Health Science Policy Analyst will provide science policy expertise as it pertains to issues of significance for the All of Us Research Program, the NIH, and the biomedical research community. The resource  will serve in the Ethical, Legal, and Social Implications (ELSI) Team, which is responsible for overseeing ELSI integration into the activities of the All of Us Research Program through governance, scholarship, policy development, and practical implementation.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00030&modNumber=P00004&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,2/24/2025,721439.28
75N97024F00089,Department of Health and Human Services,HISTORY ASSOCIATES INCORPORATED,1064329.35,THIS TASK ORDER IS TO OBTAIN ARCHIVAL AND HISTORICAL RESEARCH SERVICES FOR A WIDE RANGE OF FORMATS.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N97024F00089&modNumber=P00001&idvAgencyID=&idvPIID=GS25F0038T&contractType=AWARD,3/21/2025,720303.2
200202418341,Department of Health and Human Services,"KNOBBE, MARTENS, OLSON & BEAR, LLP",20180000,Legal consulting services (non-essential).,No Match in FPDS Log,,2/13/2025,719456.71
75D30122F14708,Department of Health and Human Services,DELOITTE CONSULTING LLP,1001288.56,MENTHOL FLAVORED TOBACCO POLICY EVALUATION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F14708&modNumber=P00006&idvAgencyID=&idvPIID=GS00Q14OADU113&contractType=AWARD,3/11/2025,719057.59
75N93024F00082,Department of Health and Human Services,"AXLE INFORMATICS, LLC",1047379.2,"NIAID PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES FOR VRC/ORS",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00082&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00024&contractType=AWARD,4/21/2025,714816
75N95024F00089,Department of Health and Human Services,"Kelly Services, Inc.",910105.48,"Scientific, Administrative, Operational Resources (SOAR) : TO is unoccupied and will be closed",BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00089&modNumber=0&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,2/24/2025,712915.96
75N91024F00001,Department of Health and Human Services,UNIVERSITY OF CHICAGO,8941884,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES/DATA COLLECTION: CONNECT FOR CANCER PREVENTION",EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00001&modNumber=P00002&idvAgencyID=&idvPIID=75N91018D00023&contractType=AWARD,8/14/2025,700332
75N94021F00181,Department of Health and Human Services,"IQ SOLUTIONS, INC.",2619152,WAREHOUSING AND EXHIBITS SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94021F00181&modNumber=P00009&idvAgencyID=&idvPIID=GS00F083CA&contractType=AWARD,5/14/2025,689210
75D30123C18319,Department of Health and Human Services,"BOWHEAD ENTERPRISE, SCIENCE AND TECHNOLOGY, LLC",6093051.14,DATA MANAGEMENT SUPPORT SERVICES FOR THE TRANSLATION AND EVALUATION BRANCH,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C18319&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,9/18/2025,688416
75N95024F00001,Department of Health and Human Services,CANDOR SOLUTIONS LLC,4843359.59,COMPUTER SYSTEMS DESIGN SERVICES: NATIONAL INSTITUTES OF HEALTH ENDPOINT SECURITY COMMUNITY OF EXCELLENCE,CHANGE ORDER,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00001&modNumber=P00001&idvAgencyID=&idvPIID=HHSN316201200110W&contractType=AWARD,9/2/2025,682276.35
75F40121F80457,Department of Health and Human Services,"SMART CONSULTING GROUP, LLC",1040586.56,DEVELOPMENT OF STRATEGIES IN HANDLING HIGH PROFILE CONSENT DECREES TASK ORDER,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40121F80457&modNumber=P00007&idvAgencyID=&idvPIID=GS10F0273V&contractType=AWARD,2/20/2025,678180.63
75D30124F19817,Department of Health and Human Services,ICF Incorporated,676988.9,Contractor was to improve the effectiveness and efficiency of a branch within the Division of HIV Prevention.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19817&modNumber=P00002&idvAgencyID=&idvPIID=75D30120A07341&contractType=AWARD,2/13/2025,676988.9
75N92024F00002,Department of Health and Human Services,"RIPPLE EFFECT COMMUNICATIONS, INC.",748570,"GENETICS, GENOMICS, AND SOCIETY EDUCATIONAL SUPPORT RESOURCE FOR COLLEGIATE NON-SCIENCE MAJORS",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00002&modNumber=P00001&idvAgencyID=&idvPIID=75N92024D00016&contractType=AWARD,8/6/2025,676471
75N97024F00091,Department of Health and Human Services,Ivy Planning Group,1004599.68,DEIA Training,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N97024F00091&modNumber=P00001&idvAgencyID=&idvPIID=GS00F404GA&contractType=AWARD,1/22/2025,675733.12
75D30124C20010,Department of Health and Human Services,STRATEGIC INNOVATIVE SOLUTIONS LLC,764800.92,PROFESSIONAL SUPPORT SERVICES FOR THE COLLABORATING OFFICE FOR MEDICAL EXAMINERS AND CORONERS (COMEC).,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C20010&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/18/2025,671087.56
75N98022F00226,Department of Health and Human Services,"ICF INCORPORATED, L.L.C.",6993171.95,"THE PURPOSE OF THIS CONTRACT IS TO SUPPORT THE CHIEF OFFICER FOR SCIENTIFIC WORKFORCE DIVERSITY (COSWD) AND THE NIH UNITE WORKING GROUP OF THE STEERING COMMITTEE (FORMERLY THE UNITE INITIATIVE) IN ITS KEY FUNCTIONS, INCLUDING, BUT NOT LIMITED TO, STR",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98022F00226&modNumber=P00007&idvAgencyID=&idvPIID=GS00Q14OADU119&contractType=AWARD,1/28/2025,670741.91
75FCMC23F0001,Department of Health and Human Services,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",50513662,"DATA ANALYSIS, INVESTIGATIVE AND OTHER SERVICES SUPPORT FOR HEALTH INSURANCE MARKETPLACES FOR THE CENTERS FOR MEDICARE & MEDICAID SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC23F0001&modNumber=P00011&idvAgencyID=&idvPIID=GS00Q14OADU116&contractType=AWARD,9/25/2025,670733
75N93022F00001,Department of Health and Human Services,MRIGLOBAL,3542296,,CHANGE ORDER,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93022F00001&modNumber=P00004&idvAgencyID=&idvPIID=75N93022D00002&contractType=AWARD,8/22/2025,669187
75N91022C00014,Department of Health and Human Services,"TECHNICAL RESOURCES INTERNATIONAL, INC.",112550865,"HEALTH RESEARCH AND DEVELOPMENT: DRUG DEVELOPMENT SUPPORT, CANCER THERAPY EVALUATION PROGRAM",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91022C00014&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,8/14/2025,667824
75N98022F00015,Department of Health and Human Services,BLACK CANYON CONSULTING LLC,4296659.39,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES: NATIONAL INSTITUTE OF HEALTH, NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES, THERAPEUTIC DEVELOPMENT BRANCH, MEDICINAL CHEMISTRY PROGRAM SUPPORT",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98022F00015&modNumber=P00003&idvAgencyID=&idvPIID=75N98022D00019&contractType=AWARD,6/23/2025,665553.07
75D30124C18442,Department of Health and Human Services,STRATEGIC INNOVATIVE SOLUTIONS LLC,1332636.8,"VACS SCIENTIFIC, PROFESSIONAL, AND TECHNICAL SUPPORT",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C18442&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,664080
75D30121C10885,Department of Health and Human Services,"ASRT, INC",2651734.4,PROFESSIONAL SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121C10885&modNumber=P00011&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,663763.2
75D30124F00009,Department of Health and Human Services,"TANAQ SUPPORT SERVICES, LLC",1289583.24,DIVISION OF REPRODUCTIVE HEALTH (DRH) SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00009&modNumber=P00001&idvAgencyID=&idvPIID=75D30122D13779&contractType=AWARD,9/8/2025,657782
75R60224F34012,Department of Health and Human Services,GENERAL DYNAMICS INFORMATION TECHNOLOGY INC.,6307482.06,OIT-SERVICES178 C 5682 EIAS BPA - INFRASTRUCTURE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F34012&modNumber=P00005&idvAgencyID=&idvPIID=75R60221A00106&contractType=AWARD,3/24/2025,655537.2
75FCMC22C0023,Department of Health and Human Services,"MANAGEMENT STRATEGISTS CONSULTING GROUP-3, LLC",2393423.2,ADMINISTRATIVE MANAGEMENT OF PHARMACEUTICAL MANUFACTURER USER CALLS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC22C0023&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,5/2/2025,649227.85
75N93020F00001,Department of Health and Human Services,TRUSTEES OF TUFTS COLLEGE,3545985,HEALTH BASIC RESEARCH: PRECLINICAL MODELS OF INFECTIOUS DISEASES - DEVELOPMENT OF FERRET AND HAMSTER REAGENTS FOR IMMUNOLOGICAL STUDIES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93020F00001&modNumber=P00008&idvAgencyID=&idvPIID=HHSN272201700032I&contractType=AWARD,8/13/2025,647614
75N92025F00020,Department of Health and Human Services,MPF FEDERAL LLC,6471245.12,"CLINICAL STUDIES MANAGEMENT AND SUPPORT, NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92025F00020&modNumber=P00003&idvAgencyID=&idvPIID=GS00F148GA&contractType=AWARD,8/22/2025,646981.29
75N95024D00040,Department of Health and Human Services,Careerstone Group,650000,National Institute on Aging (NIA) Organizational Development Support,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024D00040&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,2/21/2025,643752
75N98023F00001,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,2503787.92,Specialized project manager support initiative services to NIMH,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98023F00001&modNumber=P00006&idvAgencyID=&idvPIID=75N98022D00027&contractType=AWARD,3/24/2025,634000
75F40122P00110,Department of Health and Human Services,"POLITICO, LLC",1072665,POLITICO PRO SUBSCRIPTION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122P00110&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,2/6/2025,632000
75H71324P00147,Department of Health and Human Services,PRAIRIE BAND HEALTH SERVICES INC,629760,"TEMPORARY CLINICAL LABORATORY SCIENTIST, WARM SPRINGS SERVICE UNIT, OREGON",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7527&PIID=75H71324P00147&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,6/27/2025,629760
75ACF123F80067,Department of Health and Human Services,"AUGUST SCHELL ENTERPRISES, INC.",965862.06,ZEROFOX SOCIAL MEDIA BRAND INTELLIGENCE SOFTWARE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF123F80067&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SD80B&contractType=AWARD,2/13/2025,627370.91
75N93024F00088,Department of Health and Human Services,"GAP SOLUTIONS, INC.",912979.2,TECHNICAL SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00088&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00026&contractType=AWARD,5/7/2025,615840
75D30123C15890,Department of Health and Human Services,"KATMAI RESOURCE MANAGEMENT, LLC",1084613.38,NCIPC PROGRAM SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C15890&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,2/13/2025,615614.4
75N95023F00001,Department of Health and Human Services,CANDOR SOLUTIONS LLC,11146213.65,"APPLICATION DEVELOPMENT AND INFORMATION TECHNOLOGY SERVICES, NATIONAL INSTITUTE ON DRUG ABUSE",OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95023F00001&modNumber=P00003&idvAgencyID=&idvPIID=HHSN316201200110W&contractType=AWARD,8/13/2025,615060.52
75N97024F00095,Department of Health and Human Services,"SCIENTIFIC CONSULTING GROUP, INC, THE",2157443,"SCIENTIFIC, OPERATIONS, AND ADMINISTRATIVE RESOURCES",SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N97024F00095&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA21D0033&contractType=AWARD,9/18/2025,611670.45
75F40124C00051,Department of Health and Human Services,"KAIVA STRATEGIES, LLC",753422.88,OGC ADMINISTRATIVE SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124C00051&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/28/2025,611509.6
75F40122F19001,Department of Health and Human Services,CENTENNIAL TECHNOLOGIES INC.,13582401.56,"OTHER COMPUTER RELATED SERVICES: SERVICENOW DEVELOPMENT, MODERNIZATION, AND ENHANCEMENT",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F19001&modNumber=P00005&idvAgencyID=&idvPIID=75F40122D00022&contractType=AWARD,7/28/2025,610952.6
75ACF123F80061,Department of Health and Human Services,"MEF ASSOCIATES, LLC",1311223.42,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES EXPANDED KNOWLEDGE ABOUT RESEARCH AND EVALUATION METHODS AND ENHANCE THE GOVERNMENT'S PRODUCTION AND USE OF RIGOROUS RESEARCH AND EVIDENCE-BASED POLICY. PROVIDE SUPPORT FOR IDENTIFYING TOPICS, ASSEMBLING EXPERTISE, ADAPTING AND COMPILING EVALUAT",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF123F80061&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA19D00DK&contractType=AWARD,4/15/2025,610843.23
75D30124F00014,Department of Health and Human Services,ICE TECHNICAL SERVICES INC,1913877.6,OHR HR Specialist (Classification) Services,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00014&modNumber=P00001&idvAgencyID=&idvPIID=75D30123D15913&contractType=AWARD,2/13/2025,609458.4
75N92024F00121,Department of Health and Human Services,"IMMERSIVE CONCEPTS, LLC",985817.26,CSR ZOOM LICENSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00121&modNumber=P00002&idvAgencyID=&idvPIID=47QTCB22D0044&contractType=AWARD,4/7/2025,609258.2
75N92025F00001,Department of Health and Human Services,FORS MARSH GROUP LLC,649551.66,MARKETING RESEARCH AND PUBLIC OPINION POLLING: EMERGING LEADERS PROGRAM,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92025F00001&modNumber=P00002&idvAgencyID=&idvPIID=75N92023A00032&contractType=AWARD,7/28/2025,604916.05
75N94025F00002,Department of Health and Human Services,"CONTEMPORARIES, INC.",740640,TEMPORARY HELP SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94025F00002&modNumber=P00001&idvAgencyID=&idvPIID=75N94024A00001&contractType=AWARD,5/14/2025,601132
75F40123F19006,Department of Health and Human Services,DELOITTE CONSULTING LLP,11863932.36,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES: BUDGET EXECUTION AND CONTROL SUPPORT, FOOD AND DRUG ADMINISTRATION",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19006&modNumber=P00008&idvAgencyID=&idvPIID=75F40121A00003&contractType=AWARD,8/14/2025,600742.51
75S20323F80013,Department of Health and Human Services,JEFFERSON CONSULTING GROUP LLC,1800000,To provide consultation services and recommend activities for SAMHSA leadership to improve staff engagement,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7522&PIID=75S20323F80013&modNumber=P00004&idvAgencyID=&idvPIID=GS00F120DA&contractType=AWARD,2/7/2025,600000
75S20324F80014,Department of Health and Human Services,"ADVANCED COMPUTER CONCEPTS, INC.",796070.52,ZOOMGOV SOFTWARE LICENSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7522&PIID=75S20324F80014&modNumber=P00002&idvAgencyID=&idvPIID=HHSN316201500041W&contractType=AWARD,4/15/2025,597052.89
75N93024F00107,Department of Health and Human Services,"AXLE INFORMATICS, LLC",874118.4,"National Institute of Allergy and Infectious Diseases PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00107&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00024&contractType=AWARD,4/29/2025,596563.2
