payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
05/02/2025,36719.14,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Reimbursement on grant expenses incurred.,"SAMHSA requires additional information for this drawdown request.  Please complete/fill-in the information below and include it in the response certifying as true and correct.  Do not include any PII information and for the disbursement of costs, only the cost categories applicable to the payment request are necessary.
Please use this template for SAMHSA Drawdown Justifications:
-----------
This is a payment request for [insert dollar amount] on SAMHSA grant [insert grant number] covering the time period [insert dates].
The request is comprised of the following disbursement of costs: Personnel [insert dollar amount], Fringe Benefits [insert dollar amount], Travel [insert dollar amount], Equipment [insert dollar amount], Supplies [insert dollar amount], Contractual/Subawards [insert dollar amount], Other [insert dollar amount], and Indirect Costs [insert dollar amount] subtotal(s) for items approved on the grant.  The grant activities supported by the requested payment include [insert a description(s) of the grant activities].
We certify that the costs are allowable, allocable, reasonable and necessary in accordance with 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement.  We also certify that the costs do not violate the Executive Orders Ending Radical and Wasteful Government DEI Programs and Preferencing and Defending Women from Gender Ideology Extremism and Restoring Biological Truth to the Federal Government.
----------------
",VIA CARE COMMUNITY HEALTH CENTER,
04/28/2025,36675,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Grant award No.1B08TI0843943 - request payment for contractual services to Women In Need  (WIN) for services from Oct 2024 to March 2025. WIN provides health and wellness plans (AKA: treatment plans), urinalysis (screening and confirmation) drug testing for clients enrolled in their program, motivational enhancement to clients who are in the precontemplation/contemplation phase of treatment; intensive outpatient program (IOP) for treatment hours up to 9 hours; individual counseling sessions to work on creating or modifying the client&#39;s treatment plan; care coordination services to refer clients to an outside agency that they are unable to provide those services to the client; they conduct screenings to see if the client is eligible for services; they provide clean and sober housing for clients that are enrolled in a treatment program . We certify that the cost are allowable and necessary in accordance with the term and conditions of the Notice of Award.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",HAWAII DEPARTMENT OF HEALTH,
04/24/2025,36561.71,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,," We are requesting a payment of $36,561.71 for the period 4/1/2025-4/15/2025. The requested funds will be allocated as follows: • Personnel: $28,480.66 • Fringe Benefits: $8,081.05 • Travel: $0 • Equipment: $0 • Supplies: $0 • Contractual/Subawards: $0 • Other: $0 • Indirect Costs: $0 We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",CASCADE COMMUNITY HEALTHCARE,
04/18/2025,36366.86,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Payment Request for SAMHSA Grant [24T187830A] We are requesting a payment of $[I$36,666.86] for the period [FEB & March paid 04/16-17/2025]. The requested funds will be allocated as follows: •
Travel $340.02 & Contractual/Subawards $36,026.93.  These funds will support the following grant activities in the NoA: (travel and contractual/subawards]. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ","Mental Health And Substance Abuse Services, Oklahoma De",
04/28/2025,36345.97,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"For the state to provide comprehensive community mental health services targeting adults with serious mental illnesses, children with serious emotional disturbances, or people in a crisis demonstrating one of these conditions. Federal law requires 10% to fund First Episode Psychosis (FEP) services and 5% to fund mental health crisis services. State law requires 25% to fund American Indian Tribes and non-profit agencies providing services to American Indians. Other projects include children&rsquo;s mental health collaboratives, adult mental health initiatives, peer services, provider training, and workforce development.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",MN ST DEPARTMENT OF HUMAN SERVICES,
04/25/2025,36074.4,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"We are requesting a payment of $36074.40 for the period 03/01-03/31. The requested funds will be allocated as follows: • Personnel: $4262.37 • Fringe Benefits: $898.05 • Insurance: $48.21• Contracted/Subcontracted Services: $17638.55 • Supplies: $.14 • Occupancy Costs: $247.97 • Repairs: $3.03 • Travel: $25.21• Equipment: $5.39 • Indirect Costs: $893.29 • Other: $12052.19 •  We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.","Lutheran Services Florida, Inc.",
04/28/2025,36026.23,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"We are requesting a payment of $36,026.23 for the period March 2025. The requested funds have already been allocated as follows: • Personnel: $17,264.81 • Fringe Benefits: $1,320.76 •  Contractual/Subawards: $12,525.38 • Other: $1,640.17 • Indirect Costs: $3,275.11. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.","West Texas Counseling & Guidance, Inc.",
04/24/2025,35997.6,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"We are requesting a payment of $36074.40 for the period 03/01-03/31. The requested funds will be allocated as follows: • Personnel: $4262.37 • Fringe Benefits: $898.05 • Insurance: $48.21• Contracted/Subcontracted Services: $17638.55 • Supplies: $.14 • Occupancy Costs: $247.97 • Repairs: $3.03 • Travel: $25.21• Equipment: $5.39 • Indirect Costs: $893.29 • Other: $12052.19 •  We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.","Lutheran Services Florida, Inc.",
05/01/2025,35989,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"They provide hosting accessibility of online Mental Health training,  which are shared with county mental health offices and other stakeholders. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",PA ST DEPARTMENT OF PUBLIC WELFARE,
04/25/2025,35872.3,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Request- $35,872.30
Period 03-24-2025-04-18-2025
We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.

Fed Govt Grants - Direct	 258,449.76 
S&M-Office	 669.56 
Contracts - Nonprofit Orgs	 44,895.66 
Regular Salaries	 92,213.27 
Annual Lv 40hr max Conv Payout	 1,320.00 
FICA - Regular	 5,567.77 
FICA - Medicare	 1,302.13 
Retirement - ERS	 23,523.53 
Retirement - ERS GSEPS (401k)	 3,609.73 
Health Insurance	 27,160.51 
In State - Mileage	 402.00 
In State - Meals	 259.00 
In State - Lodging	 596.64 
In State - Miscellaneous	 113.72 
In State- Commercial Transport	 348.02 
In State-Travel Agency Fees	 84.28 
Out of State- Mileage	 103.00 
Out of State- Meals	 1,099.00 
Out of State- Lodging	 2,653.30 
Out of State- Commercial Trans	 2,011.45 
Out of State- Rental Car	 270.78 
Contracts - Nonprofit Orgs	 271,802.34 
Contracts-Private-Consultant	 3,669.50 
Contracts - Other	 29,269.16 
Fed Govt Grants - Direct	 (66,190.12)
S&M-Office	 (669.56)
Contracts - Nonprofit Orgs	 (237,155.30)
Fed Govt Grants - Direct	 (425,608.96)
Contracts - Nonprofit Orgs	 (5,897.87)
Reserved for Encumbrances	 (0.02)
Contracts - Nonprofit Orgs	 0.02 
Reserved for Encumbrances	 (284,672.99)
Contracts - Nonprofit Orgs	 105,930.15 
Contracts - Other	 178,742.84 
Total Request Net- 35,872.30","SAMHSA approves this payment in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, and the HHS Grants Policy Statement. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.
Please    ensure that records are maintained in accordance with retention requirements for records. SAMHSA reserves the right of access to documentation in the future, if necessary, in accordance with 45 CFR § 75.364 (Access to records).

The federal grant award recipient must ensure continuous compliance with the provisions of 45 CFR § 75 (Uniform Administrative Requirements, Cost Principles, and Audit Requirements for HHS Awards), as well as the funding requirements, restrictions, and limitations stated in the NOFO. This includes subrecipient monitoring and management requirements in accordance with 45 CFR § 75.351 - 75.352 (Subrecipient Monitoring & Management) to ensure the Federal award is used in accordance with Federal statutes, regulations, terms and conditions.

",GA Dept of Behavioral Health and DE,
04/25/2025,35718,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Substance Abuse Prevention, Treatment and Recovery Services Block Grant. One vendor/contractor submitted an invoice for services they provided for March 2025.  The services were to help plan, implement and evaluate activities that prevent and treat substance abuse. These services fall under the contractual budget line.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",ILLINOIS DEPT OF HUMAN SERVICES,
04/28/2025,35618.79,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"This is a payment request for $35,618.78 on SAMHSA grant #22TI85576A covering the time period April 1, 2025 - Apil 30, 2025. The request is comprised of the following disbursement of costs: 
Personnel $17,747.82; 
Fringe Benefits $7,236.31
Travel $288.26
Equipment $ 0
Supplies $ 0
Contractual/Subawards $4,855.00
Other $845.47
Indirect Costs $4,645.93
Subtotal(s) for items approved on the grant $35,618.79 
The grant activities supported by the requested payment include drug and alcohol counseling and recovery coaching, evaluation services, support groups, and media advertising services. We certify that the costs are allowable, allocable, reasonable and necessary in accordance with 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement. We also certify that the costs do not violate the Executive Orders Ending Radical and Wasteful Government DEI Programs and Preferencing and Defending Women from Gender Ideology Extremism and Restoring Biological Truth to the Federal Government.","SAMHSA approves this payment in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, and the HHS Grants Policy Statement. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.
Please    ensure that records are maintained in accordance with retention requirements for records. SAMHSA reserves the right of access to documentation in the future, if necessary, in accordance with 45 CFR § 75.364 (Access to records).

The federal grant award recipient must ensure continuous compliance with the provisions of 45 CFR § 75 (Uniform Administrative Requirements, Cost Principles, and Audit Requirements for HHS Awards), as well as the funding requirements, restrictions, and limitations stated in the NOFO. This includes subrecipient monitoring and management requirements in accordance with 45 CFR § 75.351 - 75.352 (Subrecipient Monitoring & Management) to ensure the Federal award is used in accordance with Federal statutes, regulations, terms and conditions.","REALITY CHECK, INC.",
05/01/2025,35550.47,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Requested payment                                                                    $ 35.550.47  for March 2025

Requested funds will be allocated as follows:

Payroll                                                                                         $ 29,232.18
Fringe Benefits                                                                            $  3,086.43
Indirect Costs                                                                              $  3,231.86

We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.","IBN SINA FOUNDATION, INC.",
04/22/2025,35545.26,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Payment Request for SAMHSA Grant 22SM86939AC6
We are requesting a payment of $35,545.26 for the period March 1-31, 2025, with Transaction #4040545451. The requested funds will be allocated as follows:
$11,860.55    Personnel
$ 4,641.39     Fringe Benefits
$   593.60      Travel
$   718.10      Supplies
$11,475.00    Contractual
$ 2,083.33     Other
$ 4,173.29     Indirect Costs
$35,545.26    TOTAL

These funds will support the following grant activities:
- Veteran Navigator services including care coordination, referral follow-up, and wrap-around services.
- Mental Health First Aid training for staff and community partners.
- Implementing core principles and best practices of a comprehensive crisis continuum.
- Improving health outcomes for those experiencing depression, suicide and trauma.
- Increasing access to Medication Assisted Treatment.
- Increasing the numbers of residents who access our services.
- Measurement and evaluation of grant goals, programs and objectives.

We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement. ","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",WEST MICHIGAN COMMUNITY MENTAL HEALTH SYSTEM,
04/29/2025,35394.19,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"4040557996 Payment Request for sub account 21SM85091A  . We are requesting a payment of $35,394.19 for the period 4/15-4/30/2025. The requested funds will be allocated as shown below. These funds will support the following grant activities, National Center for Trauma Education and Workforce Development . We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions. Consulting Services $3,000.00, Fringe $7.325.73, IDC $2,621.78, Salaries $22,446.68.
","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,
05/06/2025,35329.45,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Payment for services rendered.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",Mental Health & Anti-Addiction Serv Adminstration,
04/28/2025,35310,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"To draw federal grant reimbursement for expenditures that have been approved in the state accounting system as allowable grant expenses with the applicable federal share calculated to derive the federal draw amount  The request comprises of the following disbursement of costs:  Contractual/Subawards$35,310.00 for items approved on the grant. The grant activities supported by the requested payment include services related to the grant.  We certify that the costs are allowable, allocable, reasonable and necessary in accordance with 45 CFR Part 96 and 45 CFR Part 75","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",IN ST DEPARTMENT OF MENTAL HEALTH,
04/28/2025,35218.34,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"We are requesting a payment of $35,218.34 for the period 3/1/2025-3/31/2025. The requested funds will be allocated as follows: • Personnel: $17,699.24 • Fringe Benefits: $6,072.83 • Travel: $0 • Equipment: $ • Supplies: $0 • Contractual/Subawards: $6,852.57 • Other: $0 • Indirect Costs: $4,593.70.  We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",CATHEDRAL SQUARE CORPORATION,
04/29/2025,35163.19,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"TDOE is requesting a payment of $35,163.19 for the period of 4/1/25-4/30/25. The requested funds will be allocated as follows:	Personnel	 $19,508.25,Benefits	 $9,002.80,Travel $1,230.46,Supplies $692.17,Contractual/Subawards $4,437.50 ,Other $292.01. TDOE certifies that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.","Education, Tennessee Department Of",
05/08/2025,35000,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"The requested funds are to cover approved and allowable expenses of payroll, office rent, and other contractual obligations to continue work related to the Protection and Advocacy for Individuals with Mental Illness (PAIMI) in Pennsylvania pursuant to the PAIMI Act. These funds will ensure timely payments necessary for continued operations of the organization and support to the constituents we serve. The expenses were made in compliance with federal grant requirements, applicable regulations outlined in 2 CFR Part 200, and the budget previously approved by our SAMHSA program officer.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",Disability Rights Pennsylvania,
04/29/2025,34797.66,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"This is a payment request for $34,797.66 on SAMHSA grant H79TI087200 covering the time period January 1, 2025- March 31, 2025. The request is comprised of the following disbursement of costs: Personnel $8,355.00, Fringe Benefits $5,262.18, Travel $1,661.37, Equipment $0, Supplies $4,311.11, Contractual/Subawards $11,928.00, Other $3,280.00, and Indirect Costs $0 subtotal(s) for items approved on the grant. The grant activities supported by the requested payment include the provision of substance use disorder treatment services, family therapy services, peer support services, transportation assistance to attend treatment, drug testing, airfare for the May 2025 All Rise Conference (Travel Category), and registration fees for the All Rise Conference (Other Category). We certify that the costs are allowable, allocable, reasonable and necessary in accordance with 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement. We also certify that the costs do not violate the Executive Orders Ending Radical and Wasteful Government DEI Programs and Preferencing and Defending Women from Gender Ideology Extremism and Restoring Biological Truth to the Federal Government. ","SAMHSA approves this payment in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, and the HHS Grants Policy Statement. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.
Please    ensure that records are maintained in accordance with retention requirements for records. SAMHSA reserves the right of access to documentation in the future, if necessary, in accordance with 45 CFR § 75.364 (Access to records).

The federal grant award recipient must ensure continuous compliance with the provisions of 45 CFR § 75 (Uniform Administrative Requirements, Cost Principles, and Audit Requirements for HHS Awards), as well as the funding requirements, restrictions, and limitations stated in the NOFO. This includes subrecipient monitoring and management requirements in accordance with 45 CFR § 75.351 - 75.352 (Subrecipient Monitoring & Management) to ensure the Federal award is used in accordance with Federal statutes, regulations, terms and conditions.
",COUNTY OF HANCOCK,
04/28/2025,34790.25,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"We are requesting a payment of $34,790.25 for the period of March 2025. The requested funds will be allocated as follows: • Personnel: $22,094.89 • Fringe Benefits: $4,534.75 • Travel: $0.00 • Supplies: $4,876.98  • Other: $120.88 • Indirect Costs: $3,162.75. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.","SAMHSA approves this payment in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, and the HHS Grants Policy Statement. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.
Please    ensure that records are maintained in accordance with retention requirements for records. SAMHSA reserves the right of access to documentation in the future, if necessary, in accordance with 45 CFR § 75.364 (Access to records).

The federal grant award recipient must ensure continuous compliance with the provisions of 45 CFR § 75 (Uniform Administrative Requirements, Cost Principles, and Audit Requirements for HHS Awards), as well as the funding requirements, restrictions, and limitations stated in the NOFO. This includes subrecipient monitoring and management requirements in accordance with 45 CFR § 75.351 - 75.352 (Subrecipient Monitoring & Management) to ensure the Federal award is used in accordance with Federal statutes, regulations, terms and conditions.
",Dallas County Mental Health & Mental Retardation Center,
04/29/2025,34774.2,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"""We are requesting a payment of $34,774.20   for the period April 17-30, 2025. The requested funds will be allocated as follows: • Personnel: $25,367.01 • Fringe Benefits: $9,407.19.  These funds will support the following grant activities in the NoA:  ""Mental Health Counselors (7) for the school year; additional hours during the summer break for data disaggregation, adjustments to curriculum, planning for the upcoming year @ 65% responsibility. Project Director - provides for supervision, support and direction of all project activities and personnel included in this grant @ 50% responsibility.  Assistant to Project Director - supports Project Director in monitoring, supporting and collecting vital data of all tasks associated with all project activities and personnel included in this grant @ 50% responsibility. ""  . We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement.""","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.","EDUCATION, FLORIDA DEPARTMENT OF",
04/29/2025,34567.38,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Reimbursement of expense for March 2025 for Salary $19,385, fringe benefits of $7,002, Indirect expenses of $8,180. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",UNIVERSITY OF CINCINNATI,
04/23/2025,34488.43,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,," Payment Request for SAMHSA Grant 22SM86630A. We are requesting a payment of $34,488.43 for the period 4/6/25-4/19/25. The requested funds will be allocated as follows: Personnel: $32,083.50 Fringe Benefits: $2,404.93. These funds will support the following grant activities: CCHBC services, behavioral healthcare services regardless of age, ability to pay or place of residence. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",COMPREHENSIVE COMMUNITY ACTION PROGRAM,
04/17/2025,34468.45,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"March 2025 payment request to reimburse costs incurred as follows according to our contract:

Total for 51100 Personnel Salary	                                        15,929.44
Total for 51300 Employee benefits	                                      4,860.88
Total for 53500 Consulting	                                                12,179.97
Total for 54000 Travel meetings and conferences	              1,456.68
Total for 57200 Supplies	                                                           41.48
Total for Expenses	                                                            34,468.45
","The drawdown request is approved only for costs that are allowable, allocable, reasonable and necessary under 2 CFR Part 200, 45 CFR Part 75, the NOFO, the HHS Grants Policy Statement, and the approved budget. Any payments later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.","CHILD HEALTH AND DEVELOPMENT INSTITUTE OF CONNECTICUT,",
04/28/2025,34362.79,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Treatment Services,"SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",NH ST DEPARTMENT OF HEALTH & HUMAN SERVICES,
04/29/2025,34318.42,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"This award is the American Rescue Plan Act supplemental funds to support Substance Use, Prevention, Treatment and Recovery Services throughout the community by funding community partners and others to support initiatives that impact the lives of Nevadans in this space. Nevada used the funds per the approved federal grant budget in full compliance with Grant # B08TI083925- 01. This draw is requesting reimbursement for costs incurred to the State of Nevada, DHHS, Division of Public and Behavioral Health in support of this project from SAMHSA. Costs include operational, contractual, supplies, other, and indirect through date of 04/25/25 but occurred before 03/24/25.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",NV ST DEPARTMENT OF EMPLOYMENT SECURITY,
05/01/2025,34127.45,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"AWARD #: H79SM086107 BUDGET PERIOD: 08/31/2024 - 08/30/2025 Total Contractors $12,919.80 Indirect Costs $860.52 Operating $201.45 Travel $1,232.96 Salaries/Fringe $12,297.15 Administration $6,615.57","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ","PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",
04/29/2025,34001.28,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"We are requesting a payment of $34,001.28 for the period of January 2025 through March 2025.  The requested funds have been spent and allocated as follows: Personnel: $7,960.04, Fringe Benefits: $2,484.64, Travel: $227.63, Equipment: $0, Supplies: $0, Contractual: $17,640.00, Other: $5,688.97, Indirect Costs: $0.  We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.","Be Free Lake, Inc",
