billing_npi,provider_name,city,zip,provider_type,total_paid,total_claims,total_beneficiaries,cost_per_claim,cost_per_beneficiary,claims_per_beneficiary,months_active,unique_hcpcs_codes
1699909341,,,,,200023.22,3892,3086,51.39,64.82,1.3,30,10
1437537727,,,,,199939.54,17167,16272,11.65,12.29,1.1,16,17
1124561733,CERTIFIED SPINE AND PAIN CARE LLC,WELLINGTON,33414,NPI-2,198671.75,8208,6932,24.2,28.66,1.2,14,7
1194790055,,,,,197820.44,3107,2798,63.67,70.7,1.1,21,12
1285479915,,,,,196273.28,1420,82,138.22,2393.58,17.3,4,1
1972815991,,,,,194424.72,19646,19372,9.9,10.04,1.0,37,15
1205456670,,,,,194364.0,1483,154,131.06,1262.1,9.6,2,1
1497788046,CORA HEALTH SERVICES INC,PALM SPRINGS,33461,NPI-2,193169.21,4110,1549,47.0,124.71,2.7,61,3
1528405230,,,,,192365.58,3879,3371,49.59,57.06,1.2,63,4
1427005008,,,,,190777.96,2444,2298,78.06,83.02,1.1,51,4
1275641433,"CHILDREN'S THERAPIES, INC",JUPITER,33458,NPI-2,189825.32,4355,1036,43.59,183.23,4.2,46,3
1902802002,,,,,189251.11,3226,1127,58.66,167.92,2.9,16,4
1710294038,MEGA MANAGEMENT INTERNATIONAL,SUNRISE,33351,NPI-2,189190.38,4717,292,40.11,647.91,16.2,12,2
1730388117,,,,,187705.43,4913,3574,38.21,52.52,1.4,30,7
1841924800,,,,,187129.78,2796,212,66.93,882.69,13.2,12,2
1720078702,,,,,179056.66,3256,2245,54.99,79.76,1.5,18,18
1427115310,NUMA MUNOZ,PALM SPRINGS,33406,NPI-1,179024.67,14102,12572,12.69,14.24,1.1,38,20
1538192323,FELIX ANDARSIO,WELLINGTON,33414,NPI-1,178009.53,2092,1295,85.09,137.46,1.6,53,3
1306202916,,,,,177992.18,16040,15089,11.1,11.8,1.1,30,19
1073710109,,,,,177464.45,3477,1913,51.04,92.77,1.8,57,2
1487815866,,,,,176839.29,2807,2472,63.0,71.54,1.1,61,3
1376550392,,,,,175558.03,4751,3026,36.95,58.02,1.6,32,5
1093718496,,,,,175276.84,9271,8104,18.91,21.63,1.1,33,13
1861053480,BOYNTON BEACH MALL DENTAL PA,BOYNTON BEACH,33426,NPI-2,174441.5,20422,18703,8.54,9.33,1.1,42,21
1932351368,,,,,173898.79,5433,4991,32.01,34.84,1.1,25,29
1467004986,,,,,173864.16,1337,582,130.04,298.74,2.3,20,3
1699725143,,,,,173048.46,2928,253,59.1,683.99,11.6,15,1
1568074169,,,,,172398.0,1304,153,132.21,1126.78,8.5,4,3
1215131065,,,,,171849.3,31740,27667,5.41,6.21,1.1,59,39
1093759847,,,,,169909.16,2530,2488,67.16,68.29,1.0,21,4
1740488519,,,,,169484.64,3413,2895,49.66,58.54,1.2,61,16
1811983752,,,,,167882.74,3114,2493,53.91,67.34,1.2,22,4
1346536166,NICOLE ALLEN,GREENACRES,33463,NPI-1,167803.79,3654,951,45.92,176.45,3.8,42,2
1003865908,,,,,166612.57,2239,1929,74.41,86.37,1.2,55,8
1629272349,,,,,166591.14,11370,11029,14.65,15.1,1.0,38,13
1598079923,DANIELLE BUNKLEY,RIVIERA BEACH,33404,NPI-1,166231.08,3497,1085,47.54,153.21,3.2,54,1
1841703626,,,,,165473.91,2618,2336,63.21,70.84,1.1,34,3
1164525267,SOUTH FLORIDA FOOT & ANKLE CENTER,ROYAL PALM BEACH,33411,NPI-2,165145.35,16275,13014,10.15,12.69,1.3,84,25
1467507657,,,,,165082.3,33,28,5002.49,5895.8,1.2,2,1
1134728405,BIOLABS DIAGNOSTICS LLC,STUART,34997,NPI-2,162684.47,5720,4863,28.44,33.45,1.2,17,3
1083903744,,,,,162519.46,2666,1535,60.96,105.88,1.7,13,16
1578724183,,,,,159682.88,6192,3519,25.79,45.38,1.8,59,3
1689794380,"DRUG ABUSE TREATMENT ASSOCIATION, INC.",FORT PIERCE,34981,NPI-2,159242.61,2851,698,55.86,228.14,4.1,20,3
1083660575,,,,,158305.03,3200,3163,49.47,50.05,1.0,44,9
1013938422,MIDDEY DAMIAN,WELLINGTON,33414,NPI-1,158125.86,1415,1376,111.75,114.92,1.0,33,4
1760760011,,,,,157804.8,2392,1106,65.97,142.68,2.2,12,4
1710172929,PALM BEACH FAMILY MEDICAL ASSOCIATES INC,GREENACRES,33463,NPI-2,157551.64,5769,4461,27.31,35.32,1.3,53,19
1689755662,,,,,156106.84,3499,3343,44.61,46.7,1.0,35,4
1285662239,,,,,156043.5,2268,2215,68.8,70.45,1.0,8,21
1194326132,,,,,155852.17,16794,11964,9.28,13.03,1.4,26,21
1336624824,AMERICAN ARTHRITIS & RHEUMATOLOGY ASSOCIATES OH LLC,MIAMISBURG,45342,NPI-2,154659.85,5704,4617,27.11,33.5,1.2,59,8
1568912699,,,,,154173.61,6809,6445,22.64,23.92,1.1,9,33
1053014746,"BLUE CLOUD ANESTHESIA, LLC",PALM SPRINGS,33461,NPI-2,153085.01,1052,1034,145.52,148.05,1.0,16,1
1831718071,,,,,152586.92,4264,549,35.78,277.94,7.8,16,1
1063715142,,,,,152498.76,6546,6443,23.3,23.67,1.0,79,6
1457351934,LASZLO MATE,NORTH PALM BEACH,33408,NPI-1,149717.96,1051,967,142.45,154.83,1.1,29,4
1891448767,,,,,148358.59,1918,849,77.35,174.75,2.3,11,4
1861920936,"COLONIAL PARK INTENSIVE OUTPATIENT PROGRAM, LLC",HARRISBURG,17109,NPI-2,148240.04,1444,174,102.66,851.95,8.3,9,3
1144251216,,,,,147913.22,3457,2953,42.79,50.09,1.2,20,17
1073146122,,,,,147912.0,3951,285,37.44,518.99,13.9,6,1
1568127199,SUZETTE DECASTRO,GREENACRES,33463,NPI-1,147417.51,1401,1323,105.22,111.43,1.1,28,2
1164693974,,,,,146109.11,3001,2771,48.69,52.73,1.1,8,17
1760798227,,,,,145542.19,2666,2292,54.59,63.5,1.2,42,7
1982195228,,,,,145139.55,1257,348,115.47,417.07,3.6,20,3
1912684598,"FLORIDA WOMAN CARE, LLC",WELLINGTON,33414,NPI-2,144980.78,2907,2734,49.87,53.03,1.1,14,7
1932743242,,,,,143280.0,1092,104,131.21,1377.69,10.5,2,1
1841812310,,,,,143226.58,1406,1390,101.87,103.04,1.0,33,5
1750938072,"PROFESSIONAL DENTAL ALLIANCE OF FLORIDA, PLLC",PORT ST LUCIE,34983,NPI-2,143219.06,16555,12559,8.65,11.4,1.3,15,18
1578584678,,,,,142876.94,3915,3016,36.49,47.37,1.3,41,20
1417522863,,,,,142856.18,112897,97285,1.27,1.47,1.2,33,57
1790076115,,,,,142679.13,1615,1370,88.35,104.15,1.2,35,6
1144410010,,,,,141133.52,3389,3186,41.64,44.3,1.1,12,13
1760933709,,,,,140449.84,2258,1813,62.2,77.47,1.2,22,12
1477569838,,,,,140318.21,2230,1470,62.92,95.45,1.5,61,7
1841812021,,,,,139831.91,1662,568,84.13,246.18,2.9,29,6
1457791345,FRANCY ARCINIEGAS,LAKE WORTH,33460,NPI-1,139564.35,11017,10119,12.67,13.79,1.1,41,18
1508539651,,,,,139286.24,1461,1230,95.34,113.24,1.2,35,4
1023026259,PHYLLIS BERENBERG,WEST PALM BEACH,33415,NPI-1,138808.13,2946,764,47.12,181.69,3.9,42,1
1427572957,,,,,137462.22,3261,1031,42.15,133.33,3.2,33,2
1184391674,,,,,136918.28,2377,1981,57.6,69.12,1.2,24,4
1073955480,MARIANELA MACIAS,LOXAHATCHEE,33470,NPI-1,136597.45,2559,485,53.38,281.64,5.3,18,1
1720386402,,,,,136411.79,2026,1724,67.33,79.13,1.2,53,4
1821663923,,,,,135225.56,1167,49,115.87,2759.71,23.8,3,1
1942288766,ANDREA ALIFANO,DELRAY BEACH,33483,NPI-1,134647.14,3014,669,44.67,201.27,4.5,26,2
1164041349,AMERICAN ARTHRITIS & RHEUMATOLOGY ASSOCIATES MA PC,BROCKTON,02301,NPI-2,134449.17,3331,3279,40.36,41.0,1.0,45,5
1396235347,,,,,133344.0,971,84,137.33,1587.43,11.6,3,1
1154402097,,,,,133311.08,3582,3296,37.22,40.45,1.1,17,19
1477529311,,,,,132967.2,14075,12165,9.45,10.93,1.2,28,22
1003201955,,,,,131983.13,752,651,175.51,202.74,1.2,7,9
1376294496,,,,,131499.34,2478,2020,53.07,65.1,1.2,6,7
1659998573,AIDS HEALTHCARE FOUNDATION,MIAMI BEACH,33140,NPI-2,130696.01,36242,22798,3.61,5.73,1.6,44,29
1467446724,,,,,130445.76,4168,1219,31.3,107.01,3.4,20,5
1760839096,,,,,129606.31,2116,948,61.25,136.72,2.2,8,6
1972662088,,,,,129531.3,2620,2370,49.44,54.65,1.1,27,17
1750820254,,,,,129516.57,1014,398,127.73,325.42,2.5,19,2
1609881077,,,,,129244.54,4426,3417,29.2,37.82,1.3,27,7
1255741088,,,,,129090.0,969,138,133.22,935.43,7.0,5,3
1790910388,ALISON EVANS,WELLINGTON,33414,NPI-1,128804.58,2934,773,43.9,166.63,3.8,38,1
1235288291,,,,,128792.57,4500,3050,28.62,42.23,1.5,72,2
1538655469,AMERICAN ARTHRITIS & RHEUMATOLOGY ASSOCIATES -MI PLLC,OKEMOS,48864,NPI-2,128381.3,1625,1609,79.0,79.79,1.0,24,7
1407403843,REGINA DE CANTO,LAKE WORTH,33467,NPI-1,128268.81,2874,803,44.63,159.74,3.6,26,2
1487102208,,,,,127498.36,1756,1538,72.61,82.9,1.1,26,3
1508936071,,,,,127454.15,2652,2556,48.06,49.86,1.0,35,4
1891353983,,,,,127296.0,953,69,133.57,1844.87,13.8,5,1
1073580890,,,,,126761.15,1119,1063,113.28,119.25,1.1,21,9
1780089938,,,,,126565.9,8164,3889,15.5,32.54,2.1,16,13
1417264011,ACCESS DERMPATH INC,BOCA RATON,33431,NPI-2,125823.35,553332,244353,0.23,0.51,2.3,52,51
1912203365,,,,,125121.9,1424,1375,87.87,91.0,1.0,19,8
1164968970,PALM BEACH NEPHROLOGY PARTNERS LLC,LOXAHATCHEE,33470,NPI-2,124734.3,8521,5182,14.64,24.07,1.6,82,10
1609249994,,,,,124628.43,1220,1076,102.15,115.83,1.1,7,5
1427403666,LILIEM SOCARRAS DIAZ,PALM SPRINGS,33461,NPI-1,124447.46,5785,4682,21.51,26.58,1.2,7,21
1235403833,,,,,124119.8,4201,1330,29.55,93.32,3.2,30,6
1184663965,,,,,123724.62,2674,1080,46.27,114.56,2.5,47,3
1093782070,,,,,123024.55,9102,8037,13.52,15.31,1.1,42,18
1356767651,,,,,122808.41,16391,12227,7.49,10.04,1.3,74,17
1255456513,,,,,122664.89,1999,512,61.36,239.58,3.9,15,1
1639460330,,,,,122597.74,1520,463,80.66,264.79,3.3,33,1
1295705507,A1 MEDICAL SUPPLIES INC,LAKE WORTH,33467,NPI-2,122029.73,788,706,154.86,172.85,1.1,37,3
1679202246,,,,,122012.61,1673,785,72.93,155.43,2.1,13,4
1437347010,REMAI ECKHARDT,TEQUESTA,33469,NPI-1,121991.79,2265,561,53.86,217.45,4.0,30,1
1811450620,,,,,121779.98,2154,607,56.54,200.63,3.5,27,2
1063950046,,,,,121570.4,2211,1938,54.98,62.73,1.1,42,4
1063463768,,,,,120826.32,4036,2026,29.94,59.64,2.0,50,9
1003481441,,,,,120419.85,108613,80122,1.11,1.5,1.4,30,73
1912199936,ARMANDO GONZALEZ,PALM SPRINGS,33461,NPI-1,118925.85,13760,11975,8.64,9.93,1.1,8,54
1982147211,MARGARITA AVILA,WELLINGTON,33414,NPI-1,118668.95,2490,853,47.66,139.12,2.9,44,1
1144490988,,,,,117186.91,2442,1747,47.99,67.08,1.4,34,5
1225062243,"EISENMAN & EISENMAN,M.D.,LLC",LAKE WORTH,33449,NPI-2,117149.3,3560,3289,32.91,35.62,1.1,62,7
1093111353,DIANA ARCOS,BOYNTON BEACH,33472,NPI-1,116775.01,2429,771,48.08,151.46,3.2,56,2
1205935012,,,,,115223.77,1670,1599,69.0,72.06,1.0,28,13
1871954537,JUBILEE DIALYSIS LLC,ROYAL PALM BEACH,33411,NPI-2,114858.28,1123,49,102.28,2344.05,22.9,4,1
1568548782,,,,,114739.38,1834,1675,62.56,68.5,1.1,23,6
1053382655,,,,,113682.49,2870,2745,39.61,41.41,1.0,16,20
1679810469,,,,,113529.22,9090,8296,12.49,13.68,1.1,66,39
1447449251,KIMBERLY RASOR,PALM SPRINGS,33406,NPI-1,112475.26,1887,642,59.61,175.2,2.9,43,1
1144628017,,,,,112403.2,2309,195,48.68,576.43,11.8,13,1
1366030835,MIAMI LAKES PEDIATRICS PLLC,LOXAHATCHEE,33470,NPI-2,111950.22,4131,3190,27.1,35.09,1.3,43,12
1700553633,,,,,111823.35,1343,484,83.26,231.04,2.8,6,3
1356998637,ADVANCED CHILDRENS THERAPY INC,LAKE WORTH BEACH,33461,NPI-2,111179.63,2207,880,50.38,126.34,2.5,15,3
1073535027,,,,,111027.06,2198,686,50.51,161.85,3.2,22,3
1497740849,RAFAEL LOPEZ HERNANDEZ,SAN JUAN,00919,NPI-1,110641.65,2458,2049,45.01,54.0,1.2,67,4
1912247396,,,,,110393.41,1662,832,66.42,132.68,2.0,39,1
1003242876,,,,,109947.94,2399,985,45.83,111.62,2.4,42,3
1407288996,BACHIR BERBARI,BOCA RATON,33486,NPI-1,109464.08,2308,1987,47.43,55.09,1.2,58,3
1720194053,,,,,109420.81,2756,2272,39.7,48.16,1.2,43,6
1972531945,,,,,109323.58,4315,3946,25.34,27.7,1.1,14,23
1811775554,,,,,109112.42,778,264,140.25,413.3,2.9,8,2
1407941255,CARY BORTNICK,DELRAY BEACH,33445,NPI-1,109053.79,2690,1909,40.54,57.13,1.4,53,14
1588153175,,,,,108582.66,3603,2788,30.14,38.95,1.3,36,7
1578587671,,,,,108473.75,1647,1310,65.86,82.8,1.3,31,8
1093933194,,,,,108331.97,3627,3271,29.87,33.12,1.1,24,7
1053026260,,,,,108181.21,1140,177,94.9,611.19,6.4,3,2
1629749965,"CRANIAL TECHNOLOGIES, INC.",JUPITER,33458,NPI-2,107277.0,53,43,2024.09,2494.81,1.2,3,1
1710494133,BETTER HEALTHCARE LLC,BOYNTON BEACH,33426,NPI-2,107046.0,1805,134,59.31,798.85,13.5,8,2
1295109759,ABBY MACDOWELL,BOYNTON BEACH,33426,NPI-1,106532.68,2302,944,46.28,112.85,2.4,40,2
1447786314,,,,,105778.74,1620,343,65.3,308.39,4.7,24,2
1609047323,,,,,105684.66,4658,931,22.69,113.52,5.0,50,3
1013981554,,,,,105649.5,2531,2343,41.74,45.09,1.1,58,5
1518747823,DAILY MIRACLES CORP,LAKE WORTH,33467,NPI-2,105346.32,183,24,575.66,4389.43,7.6,2,1
1932363934,,,,,105290.08,25159,24900,4.18,4.23,1.0,72,11
1497295570,,,,,105048.97,2505,540,41.94,194.54,4.6,14,1
1659655371,,,,,104800.58,5763,2544,18.19,41.2,2.3,68,6
1144919408,PALM BEACH BEHAVIORAL CENTER,GREENACRES,33463,NPI-2,103875.14,638,249,162.81,417.17,2.6,12,3
1356018709,,,,,103871.94,1579,1086,65.78,95.65,1.5,4,4
1538270335,"AQUA DERMATOLOGY OF FLORIDA, PA",PALM BEACH GARDENS,33410,NPI-2,103851.94,3900,3591,26.63,28.92,1.1,48,10
1396154340,,,,,103742.21,16686,8752,6.22,11.85,1.9,82,15
1659366698,,,,,103603.06,1709,1376,60.62,75.29,1.2,61,3
1689624686,,,,,102244.18,2679,2321,38.17,44.05,1.2,30,17
1417990581,,,,,102017.53,4728,3894,21.58,26.2,1.2,54,20
1225569742,DAVID BARTON,BOCA RATON,33431,NPI-1,101899.94,1498,1487,68.02,68.53,1.0,44,3
1639651672,,,,,101704.56,1052,1018,96.68,99.91,1.0,13,5
1215111596,BCMD PAIN MANAGEMENT PLLC,BOYNTON BEACH,33437,NPI-2,101590.8,6398,1806,15.88,56.25,3.5,42,4
1770088890,,,,,100090.92,2029,1898,49.33,52.73,1.1,55,8
1164490843,,,,,99968.62,1173,1096,85.22,91.21,1.1,28,4
1104559848,,,,,98793.11,1338,812,73.84,121.67,1.6,11,3
1720029622,,,,,97477.76,934,912,104.37,106.88,1.0,7,3
1336691344,FRANCIS CARMONA,ROYAL PALM BEACH,33411,NPI-1,97470.37,8968,8460,10.87,11.52,1.1,37,15
1912033796,VICTORIA GALLEGO KNOPP,JUPITER,33478,NPI-1,96780.73,1376,218,70.33,443.95,6.3,16,1
1477890267,,,,,96583.82,14497,12473,6.66,7.74,1.2,55,24
1255846838,"BRIGHTER MINDS BEHAVIORAL HEALTH, LLC.",LAKE WORTH BEACH,33461,NPI-2,96163.79,1527,119,62.98,808.1,12.8,7,2
1497748743,,,,,96064.73,2244,898,42.81,106.98,2.5,45,6
1629019062,,,,,95247.22,1927,731,49.43,130.3,2.6,31,1
1194987222,"ADVANCED SURGERY CENTER OF PALM BEACH COUNTY, LLC",LAKE WORTH,33449,NPI-2,95163.49,467,428,203.78,222.34,1.1,29,3
1720296353,,,,,94804.3,7069,6636,13.41,14.29,1.1,22,19
1720310352,,,,,94637.15,3352,983,28.23,96.27,3.4,39,5
1154430197,,,,,93389.5,1509,546,61.89,171.04,2.8,4,2
1356789184,,,,,92913.21,3195,1195,29.08,77.75,2.7,41,3
1932376795,,,,,92870.88,69,65,1345.95,1428.78,1.1,5,2
1396181269,,,,,92860.98,3129,1876,29.68,49.5,1.7,18,4
1932152337,,,,,92806.76,509,486,182.33,190.96,1.0,12,8
1700472073,GENTLE BIRTH CENTER OB GYN CORP,ROYAL PALM BEACH,33411,NPI-2,92358.58,2725,1636,33.89,56.45,1.7,41,6
1649228859,,,,,92041.1,4525,1644,20.34,55.99,2.8,47,7
1255501268,,,,,91716.76,24077,12948,3.81,7.08,1.9,84,7
1013902923,,,,,91708.55,1862,1499,49.25,61.18,1.2,38,2
1487927810,,,,,90735.62,1403,1195,64.67,75.93,1.2,14,11
1518420561,,,,,90401.14,525,173,172.19,522.55,3.0,3,4
1356895387,"ACCESS ACADEMY, INC",BOYNTON BEACH,33472,NPI-2,89948.79,686,167,131.12,538.62,4.1,10,1
1669808143,,,,,89257.15,1041,924,85.74,96.6,1.1,18,2
1679048284,,,,,89139.26,1841,1286,48.42,69.32,1.4,46,5
1154042380,A NEW LIGHT COUNSELING LLC,DENVER,80222,NPI-2,88784.96,812,301,109.34,294.97,2.7,16,2
1083908057,"CENTER FOR ADVANCE CARDIOVASCULAR MEDICINE, PLLC",GREENACRES,33463,NPI-2,88607.57,8817,4133,10.05,21.44,2.1,61,21
1447938196,"WILLIAM POSNER DENTAL VERO BEACH, PA",VERO BEACH,32966,NPI-2,88220.22,701,653,125.85,135.1,1.1,13,5
1700195757,NISHA BHATT,BOCA RATON,33432,NPI-1,88066.3,3192,610,27.59,144.37,5.2,32,1
1952519654,,,,,87167.05,6053,5591,14.4,15.59,1.1,37,18
1003482902,,,,,87129.74,973,194,89.55,449.12,5.0,5,5
1922496405,LANTANA ALF INC,LANTANA,33462,NPI-2,86677.57,221,207,392.21,418.73,1.1,11,1
1720446487,ACC-Q-DATA NETWORK LLC,NORTH PALM BEACH,33408,NPI-2,86650.47,1618,1198,53.55,72.33,1.4,28,2
1457643785,,,,,86545.62,1102,1076,78.54,80.43,1.0,12,7
1861689135,,,,,86530.56,1677,645,51.6,134.16,2.6,5,2
1942956362,ABA HEROES INC.,LAKE WORTH,33467,NPI-2,86399.37,690,286,125.22,302.1,2.4,16,2
1457425787,MICHAEL BERGLASS,BOYNTON BEACH,33426,NPI-1,86135.35,3283,2416,26.24,35.65,1.4,15,15
1740410182,,,,,86092.57,993,969,86.7,88.85,1.0,17,7
1104095157,JEREMY BERG,DELRAY BEACH,33484,NPI-1,85832.09,3099,2431,27.7,35.31,1.3,31,4
1922013754,,,,,85648.05,715,715,119.79,119.79,1.0,10,4
1952071581,"GASTRO HEALTH, LLC",WELLINGTON,33414,NPI-2,85277.44,798,739,106.86,115.4,1.1,15,3
1215505508,,,,,84859.43,730,698,116.25,121.58,1.0,26,4
1467043166,INTENSIVE BEHAVIOR CORP,GREENACRES,33463,NPI-2,84796.38,722,203,117.45,417.72,3.6,9,2
1154439958,,,,,84724.45,1850,1614,45.8,52.49,1.1,45,4
1689863698,LORRAINE ALEXANDER,WEST PALM BEACH,33413,NPI-1,84635.68,1204,159,70.3,532.3,7.6,12,1
1649865999,,,,,84360.77,1582,121,53.33,697.2,13.1,6,2
1871542969,,,,,84245.31,929,876,90.68,96.17,1.1,35,3
1770515991,,,,,83524.45,1974,1397,42.31,59.79,1.4,20,15
1205117447,,,,,82929.76,367,192,225.97,431.93,1.9,6,4
1861430555,,,,,82758.59,1155,1129,71.65,73.3,1.0,16,4
1013405182,BRIGHT HEALING SERVICES INC,ROYAL PALM BEACH,33411,NPI-2,82656.6,759,260,108.9,317.91,2.9,14,2
1306488614,,,,,82542.0,2185,264,37.78,312.66,8.3,3,3
1275018673,EHS AT LAKESIDE LLC,BELLE GLADE,33430,NPI-2,82467.45,2706,1590,30.48,51.87,1.7,47,8
1528206992,,,,,82267.6,1962,1510,41.93,54.48,1.3,25,4
1629011234,,,,,82253.78,1126,980,73.05,83.93,1.1,28,1
1457987521,,,,,82020.55,1580,1549,51.91,52.95,1.0,26,4
1477205482,"DNA COMPREHENSIVE THERAPY SERVICES, LLC",NORTH PALM BEACH,33408,NPI-2,82013.26,1593,959,51.48,85.52,1.7,13,6
1962488981,,,,,81822.03,5395,4801,15.17,17.04,1.1,41,13
1255360517,,,,,81713.0,1854,1679,44.07,48.67,1.1,18,2
1174503999,,,,,81589.38,1203,1138,67.82,71.7,1.1,37,2
1447717343,ENDLESS POSSIBILITIES THERAPY AND LEARNING LLC,TITUSVILLE,32796,NPI-2,81314.61,470,235,173.01,346.02,2.0,12,2
1598063067,ANIL G VERMA MD FACC PA,BOYNTON BEACH,33435,NPI-2,80944.76,2656,2119,30.48,38.2,1.3,49,9
1427090224,,,,,80778.94,2336,1807,34.58,44.7,1.3,55,9
1043347768,,,,,80482.84,3888,2266,20.7,35.52,1.7,29,8
1700927795,A.H. BARHOUSH M.D.P.A.,BELLE GLADE,33430,NPI-2,79897.21,1917,1298,41.68,61.55,1.5,13,16
1851428205,FLORIDA PEDIATRIC CRITICAL CARE,LOXAHATCHEE,33470,NPI-2,79896.76,979,781,81.61,102.3,1.3,3,7
1730857699,,,,,79881.4,3077,1683,25.96,47.46,1.8,16,10
1740921261,D&D BEHAVIOR THERAPY'S KINGS CORP,PALM SPRINGS,33461,NPI-2,79670.37,630,188,126.46,423.78,3.4,9,2
1235769134,,,,,79527.64,984,163,80.82,487.9,6.0,5,4
1427593896,DISTRICT CLINIC HOLDINGS INC,JUPITER,33458,NPI-2,78984.24,11557,10199,6.83,7.74,1.1,56,19
1700879046,DOUGLAS MACHIELA,GREENACRES,33463,NPI-1,78899.58,1698,1623,46.47,48.61,1.0,26,5
1003866583,,,,,78706.19,4204,3774,18.72,20.85,1.1,32,9
1134117393,,,,,78461.91,955,906,82.16,86.6,1.1,28,3
1194491217,DREAMS BEHAVIORAL SERVICES LLC,PALM SPRINGS,33461,NPI-2,77323.95,566,331,136.61,233.61,1.7,13,2
1033745708,,,,,76720.08,3594,3221,21.35,23.82,1.1,34,19
1912585324,,,,,75870.0,583,71,130.14,1068.59,8.2,2,1
1366895096,,,,,74021.2,2576,1281,28.73,57.78,2.0,28,3
1043799026,"AMERICAN ARTHRITIS & RHEUMATOLOGY ASSOCIATES TN, PLLC",CROSSVILLE,38555,NPI-2,74008.57,5001,3952,14.8,18.73,1.3,50,4
1538462130,,,,,73220.55,2742,1432,26.7,51.13,1.9,29,7
1992427355,SUNSHINE MINDS BEHAVIOR SERVICES CORP,LANTANA,33462,NPI-2,72542.4,492,179,147.44,405.26,2.7,8,2
1578631172,,,,,72403.47,939,546,77.11,132.61,1.7,7,3
1508809427,,,,,71887.41,698,694,102.99,103.58,1.0,10,4
1881686608,"COASTAL NEPHROLOGY & HYPERTENSION CENTER, PA",JUPITER,33458,NPI-2,71846.19,5883,1961,12.21,36.64,3.0,75,5
1306938071,,,,,71718.25,632,627,113.48,114.38,1.0,9,6
1033873062,ATALLAH ACUTE CARE LLC,BOYNTON BEACH,33435,NPI-2,71504.75,7611,4217,9.39,16.96,1.8,39,5
1750929774,,,,,71461.09,588,201,121.53,355.53,2.9,11,1
1619169810,"MEDICAL CONSULTANTS OF FLORIDA, LLC",DEERFIELD BEACH,33442,NPI-2,71364.36,10116,8942,7.05,7.98,1.1,61,32
1932774387,,,,,70899.29,28997,20214,2.45,3.51,1.4,25,55
1326015777,,,,,70628.63,219,166,322.51,425.47,1.3,10,6
1992424204,B&D BEHAVIORAL SERVICES CORP,LAKE WORTH,33461,NPI-2,70284.93,433,137,162.32,513.03,3.2,7,2
1417967316,CAROLE LAPOINTE,TEQUESTA,33469,NPI-1,69562.5,555,524,125.34,132.75,1.1,33,1
1861568594,,,,,69386.85,1022,1001,67.89,69.32,1.0,18,5
1730871492,GARZON THERAPY CENTER LLC,PALM SPRINGS,33461,NPI-2,69348.27,363,108,191.04,642.11,3.4,7,2
1396795597,,,,,69094.55,2672,1053,25.86,65.62,2.5,38,3
1215232426,FAMILY CHOICE MEDICAL CLINIC PA,WEST PALM BEACH,33415,NPI-2,69015.24,3593,2850,19.21,24.22,1.3,72,7
1265897706,ACCOUNTABLE CRITICAL CARE LLC,WELLINGTON,33414,NPI-2,69001.1,1586,375,43.51,184.0,4.2,23,2
1720673916,BEHAVIORAL EFFECTS INC,WEST PALM BEACH,33410,NPI-2,68928.45,506,182,136.22,378.73,2.8,7,2
1669191755,"FLORIDA COMMUNITY HEALTH CENTERS, INC.",BELLE GLADE,33430,NPI-2,67831.3,19078,14805,3.56,4.58,1.3,26,26
1972727816,,,,,67696.41,2621,888,25.83,76.23,3.0,23,2
1619465689,ABACOA MEDICAL SUPPLIES INC,BOCA RATON,33431,NPI-2,67336.21,10700,7302,6.29,9.22,1.5,69,7
1730121435,,,,,67088.63,18174,14474,3.69,4.64,1.3,37,33
1174009344,,,,,66482.51,3729,993,17.83,66.95,3.8,42,4
1699904169,,,,,66480.17,3619,2541,18.37,26.16,1.4,56,10
1447825898,,,,,65963.42,50885,40577,1.3,1.63,1.3,23,52
1831148741,,,,,65242.65,6595,6182,9.89,10.55,1.1,17,23
1255930475,,,,,64473.0,530,68,121.65,948.13,7.8,2,2
1821007881,,,,,64467.28,1100,1075,58.61,59.97,1.0,20,11
1598829350,,,,,64187.75,221,210,290.44,305.66,1.1,9,1
1447208582,RONALD FRIEDENSOHN,ROYAL PALM BEACH,33411,NPI-1,63954.3,261,229,245.04,279.28,1.1,9,1
1609841287,JOHN BAKER,DELRAY BEACH,33445,NPI-1,63886.77,1286,1204,49.68,53.06,1.1,28,3
1760051981,PEDIATRIX MEDICAL GROUP OF FLORIDA INC,LOXAHATCHEE,33470,NPI-2,63464.81,1028,1001,61.74,63.4,1.0,24,9
1093994055,,,,,63283.95,1917,818,33.01,77.36,2.3,41,1
1356487318,,,,,63051.98,1572,1519,40.11,41.51,1.0,8,13
1023102902,,,,,63021.21,13825,12443,4.56,5.06,1.1,40,17
1841742160,ANNE RAJAWAT,NORTH PALM BEACH,33408,NPI-1,62937.2,1400,565,44.96,111.39,2.5,18,2
1023084340,,,,,62518.32,2672,1636,23.4,38.21,1.6,33,5
1689681736,BARBARA AKAN,ROYAL PALM BEACH,33411,NPI-1,62285.53,896,748,69.52,83.27,1.2,38,1
1215931589,,,,,62283.07,1365,923,45.63,67.48,1.5,30,3
1225034234,,,,,62257.42,1009,897,61.7,69.41,1.1,29,9
1437407681,,,,,62121.47,11702,8010,5.31,7.76,1.5,77,11
1548858137,,,,,61937.3,4081,3108,15.18,19.93,1.3,7,5
