payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
05/04/2025,12646,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Timeframe for payment Feb 16, 2025- 4/30/2025","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered",Strategic Prevention Partnerships Inc,
05/08/2025,12639.41,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment request for Epidemiology &amp; Laboratory Capacity (ELC), for Contractual: Hispanic Advocacy &amp; Community Empowerment, $2,899.83; Keystone Interpreting Solution, $1,138.70; Minnesota Africans United, $3,250.00, Restoration for All Inc., $3,800.00; SEWA AIFW, $1,550.88. This request covers 5/05/25 - 5/06/25, pursuant to the Temporary Restraining Order in Colorado et al. v. HHS et al. (1:25-cv-121, Dist R.I.), which requires that HHS &ldquo;immediately cease withholding any funds&rdquo; based on previously issued terminations and to &ldquo;make such funds available and process all payments as if the [terminations] had not been issued.&rdquo;","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",MN ST DEPARTMENT OF HEALTH,
05/05/2025,12630.43,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,This is a reimbursement request for already expended funds that are for qualified grant expenses per the federal award issued to CHFS. All expenses occurred within the allowable grant period on the Notice of Award. 3616.57 Salary; 2479.75 Fringe; 4872 Professional Service Contracts; 1662.11 Indirect;,"CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.
",KY ST CABINET FOR HEALTH AND FAMILY SERVICES,
04/22/2025,12627.83,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment Request for Grant 23NU50CK000634. We are requesting a payment of $12,627.83 for the period 4/5/25-4/18/25 (bi-weekly). The requested funds will be allocated as follows: Personnel: $7,571.03, Fringe Benefits: $1,532.94, Lab Supplies: $419.28, and Indirect Costs: $3,104.58. These funds will support the following grant activities: STEP Strengthening Training, Evaluation and Partnerships to support vector-borne disease capacity in the Southeastern USA STEP Year 2. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",UNIVERSITY OF FLORIDA,
05/08/2025,12625.78,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,Y24176 BP 09/30/2024 - 09/29/2025 Payroll Costs from 4/4 - 4/18 2025,"CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.
",PA ST DEPARTMENT OF PUBLIC HEALTH & HUMAN SERVICES,
04/23/2025,12619.61,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"This reimbursement is for the month of March and includes salaries, benefits, operating expenses allocated to this grant.  Allocations are based on timesheets and the time each staff spend working on this grant.  Salaries & benefits totaled $10,603.51, Supplies were $174.87, Travel was $37.91, and general operating costs were $1,803.32.
",GMO recommends payment approval. ,VALORUS,
04/23/2025,12606.75,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"MARCH SALARIES GRANT# 5 NU58DP007189-03 $6,374.33
MARCH FRINGE $983.00
MARCH TRAVEL $95.00
MARCH SUPPLIES $5,106.19
MARCH OTHER $48.23",GMO recommends payment approval. ,CHICKASAW NATION OF OKLAHOMA,
05/01/2025,12585.22,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Grant award No.6NH23IP922614-02-10 - Request payment for indirect cost  for the period 7/01/24 to 3/31/25, calculated at the provisional rate of 18.2%  of  salaries and fringe benefits. These costs support the essential infrastructure required to manage and implement the program effectively .This funding was awarded in BP2 under NH23IP922614.We certify that the cost is allowable and necessary in accordance with the terms and conditions  of the Notice of Award.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities.  Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.  

",HAWAII DEPARTMENT OF HEALTH,
05/09/2025,12580.93,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Expenses from 4/8 -4/28/25; Personnel- $11,950.93 &amp;Other-$630","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.",CT ST DEPT OF PUBLIC HEALTH,
04/23/2025,12579.66,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,Grheh,"
CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.  
","CHICAGO, CITY OF",
04/21/2025,12551.82,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment is for reimbursement of payroll, supplies and/or other costs already incurred and authorized to support and complete the approved project objectives. We certify to the best of our knowledge that these costs are reasonable, necessary, allocable and otherwise allowable in accordance with the award terms and conditions for award  24U48DP006837","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.

",UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,
05/01/2025,12545.16,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"AWARD #: NH23IP922600 BUDGET PERIOD: 07/01/2024 - 06/30/2025 Total Contracts $12,545.16","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities.  Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.  

","PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",
05/05/2025,12543.03,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payroll from 01/16/25 to 02/25/25, Professional Services for the program","GMO recommends payment approval. 
NJ","CHICAGO, CITY OF",
04/25/2025,12519,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,The Project Coordinator,"GMO recommends payment approval. 
NJ","BHcare, Inc.",
05/08/2025,12504.75,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Fed 13 to April 4 expenses&nbsp; Immun program salary $8,595.21 &amp; fringe $3.909.54","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities.  Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.  


","HEALTH SERVICES, WISCONSIN DEPARTMENT OF",
04/24/2025,12491.55,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"""Reimbursement of payroll and supply expenses for the Drug Free Communities program and other coalition expenses

Salaries $ 9,670.68 - Program Director
Benefits $ 2,562.73 - Program Director
Cell Phone $ 60.65
Office Supplies $ 197.49
$ 12,491.55
","GMO recommended payment approval. 
NJ",ST GABRIELS HOSPITAL,
04/21/2025,12489.78,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency as related to expenses funded by this grant","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.

","Massachusetts General Hospital, The",
04/29/2025,12489.43,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment is $12,115 for reimbursement of COVID relevant contractual obligations (97%): Colleges/universities, counties, nonprofits, Health Prev. Mgmt, Bus. Admin., Data Mgmnt and private orgs. Less than 1%/$125 for travel and supplies. Approx. 1.2% or #150 for salaries and fringe benefit expenses, and less than 1% $140 for IDOH indirect expense charges incurred from 01/01/2025 to to 03/24/2025  All costs incurred are authorized to support and complete the approved project objectives. We certify that these costs are reasonable, necessary, allocable, and otherwise allowable in accordance with the award terms and conditions for award  20NH23IP922631C3, Grant NH23IP922631, NOFO CDC-RFA-19-1901.",recipient provided detail justification for cost of payments to cover covid related costs and the period covered,INDIANA STATE DEPARTMENT OF HEALTH,
05/05/2025,12475.34,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,07 This is a reimbursement request for already expended funds for qualified grant expenses per the federal award issued to CHFS. All expenses occurred within the allowable grant period on the Notice of Award. 1314.55 Salary; 3024.07 Fringe; 950 Nonprofessional Service Contracts; 1261.39 Indirect Personnel Costs; 5287.6 Subrecipient/Beneficaries; 637.73 Indirect Operating Expense ;,"GMO recommends payment approval. 
NJ",KY ST CABINET FOR HEALTH AND FAMILY SERVICES,
04/25/2025,12475,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"These payments are for costs incurred late March-early April 2025. We certity that these costa are reasonable, necessary, allocable, and otherwise allowable in accordance with the award terms and conditions for award 24U7AMC33712. Travel - 1,00.72, Subcontractor payments 39,788.08 to NC Institute of Medicine, Univ of NC, Moses Cone Memorial Hospital","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,
05/07/2025,12472,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Subaccount: 23NU58DP007572
Grant Racial and Ethnic Approaches to Community Health

Grant funds were used in alignment with the objective established in the grant to ensure meaningful progress toward the intended outcomes of the award. Expenditures cover personnel costs, including salaries and fringe benefits, as well as payments for supplies which are needed for day -to-day operations. Also included in the outlays are participant costs and travel. Both necessary for program success.","GMO recommends payment approval.
NJ",MOREHOUSE SCHOOL OF MEDICINE,
05/06/2025,12460.86,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursement for the following expenses in accordance with this award: Personnel,","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.",Ann & Robert H. Lurie Children`s Hospital of Chicago,
05/05/2025,12440.21,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,Payment request was for March 1 - 31 expenditures,"GMO recommends payment approval. 
NJ",AMERICAN INDIAN HEALTH & SERVICES CORPORATION,
04/28/2025,12432.81,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Drawdown Request Clarification

Program Name:
Drug-Free Communities (DFC) Grant - Focus on Community

Time Period Covered by Payment Request:
March 1, 2025 – March 31, 2025

Summary of Approved Expenses and Activities:
The drawdown request covers payroll-related expenses associated with staff working on
the DFC Grant activities during March 2025. Specific activities include program
planning, youth engagement, coalition building, community education, and
administrative support to maintain and advance DFC program goals. See following
section for details and amounts.

Approved Budget Line Categories for Expenditures:
 Personnel: Staff salaries directly supporting DFC program initiatives, including
community education and youth leadership programming. March total $7,639.26.

 Fringe Benefits: Associated employer costs (e.g., payroll taxes, insurance
contributions) calculated based on gross wages. March total $1,329.00.

 Supplies: Physical program materials purchased. March expenses include
items bought for “Hidden in Plain Sight”, an event where participants try to find
illicit materials in a mock-up of a child’s room. March total $640.86

 Consulting and Contractual: Amounts paid for services rendered by outside
entities. March expense included fees paid to get a website running for our
coalition, which is a vital part of the Drug Free Communities program. Money
was also used to fund students at a local school who were giving presentations
on drugs and alcohol. March total $750.77.

 Other: Includes items that do not fit in the other categories. Includes insurance
and utilities. March total $745.89.

 Indirect cost: Federal de minimis cost rate. Program originally budgeted for
10% rate, before it was increased to 15%. March total $1327.03

Details from the Documentation:
 General Journal and Paycheck transactions processed throughout March 2025.
 Expenses are aligned with the approved budget categories for ""Personnel""  and
""Fringe"" costs as outlined in the grant.

 Payroll entries are supported by payment records from U.S. Bank Checking
Account, and each entry reflects the net amount disbursed for eligible personnel
costs.

Total Payment Request:
$12,432.81","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.

","Focus on Community,Inc",
04/23/2025,12412.15,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursement of payroll and fringe benefits for the period of April 6-19, 2025 for the Tribal Health Experiential Student Internship Seminar program","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.

",SOUTHERN PLAINS TRIBAL HEALTH BOARD FOUNDATION,
04/23/2025,12406.45,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursement of actual cost expended between March 1 - March 30th 2025 for labor, fringe, indirect and ODCs.",GMO recommends payment approval.,National Council for Behavioral Health,
05/08/2025,12406.06,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"salary for personnel- $4,166.68
fringe- $385.37
Consultant for project manager- $1,033
Office supplies, curriculum, and signs- $4,941.49
Other- newspaper ad for program event- $660
Travel- 91.70
indirect- $1,127.82","GMO recommends payment approval.
NJ",BOLLINGER COUNTY HEALTH CENTER,
05/07/2025,12401.58,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Timeframe of expenses for drawdown: 3/1/2025 - 3/31/2025
Amount: $12,401.58
Salaries: $7,783.66
Fringe Benefits: $2,673.20
Travel: $ 2,971.28
Supplies: $18.68
Indirect: -$1,045.24 Correction to previous period","GMO recommends payment approval. 
NJ",ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,
04/30/2025,12360.53,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Requesting payment for NOFO: CDC-RFA-DP21-2105, Grant # NU58DP006978. Budget period 09/30/2024 -09/29/2025. Reason for request: Payroll and Program support for California Excessive Alcohol Use Prevention Initiative grant for $12,360.53.",GMO recommends payment approval,California Dept of Public Health,
04/25/2025,12312.11,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Ohio Dept of Health costs incurred April 6 to April 19,  2025. Payment Justification: Payroll and Fringe for Staff","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.

",OH ST DEPARTMENT OF PUBLIC HEALTH,
05/09/2025,12308.11,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Expenses from 4/8 -4/28/25; Personnel-$12,308.11","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.",CT ST DEPT OF PUBLIC HEALTH,
04/28/2025,12307.04,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursement of expenditures to perform approved scope on Injury Prevention and Control Research and State and Community Based Programs Centers for Disease Control and Prevention 00123836, to support the following expenses:  
Other expenses $7,618.13
Indirect Costs $4,688.91

The expenses being justified are representative of the most recent drawdown request for reimbursement of costs.  ","CDC confirms that funded has been approved in the current year budget to cover the cost included in the revised justification. and are for cost incurred in the Other, and Indirect Cost categories.  CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",UNIVERSITY OF KANSAS CENTER FOR RESEARCH INC,
04/30/2025,12303.26,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Salaries and fringe benefits, employee reimbursements, subscription support, application development, maint. agreements for the month of March 2025. ","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.",STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,
05/09/2025,12276.51,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Expenses from 4/8 -4/28/25; Personnel-$988.71 &amp; Contractual-$11,287.80","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered",CT ST DEPT OF PUBLIC HEALTH,
04/24/2025,12273.66,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,Indirect calculated for the 10% de minnimus rate for all allowable expenses and payroll billed through Jan 1-31 2025,"CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.

",WABANAKI PUBLIC HEALTH & WELLNESS NPC,
05/08/2025,12241.41,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,Payment Justification: Payroll  SALARY 80%=$9793.13 FRINGE 20%=2448.28,"CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",OH ST DEPARTMENT OF PUBLIC HEALTH,
05/08/2025,12233.7,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Grant award No.1 NB01PW000057-01-00 - This payment request is to pay for services provided by Hilopa&#39;a Family to Family Inc., including creating a SHIP workplan and creating a website to monitor progress of the SHIP.  Period of performance is October 1, 2024 to September 30, 2025.  The amount being requested is to process payment for the February, March and April 2025 services totaling $12,333.70.  We certify that the services are allowable and necessary in accordance with the terms and conditions of the NOA.",CDC approves based on Mandatory Program requirements,HAWAII DEPARTMENT OF HEALTH,
05/05/2025,12205.64,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment Request for CDC Grant 19U01DD001243. We are requesting a payment of $12,205.64 for the period 4/19/25-5/2/25 (bi-weekly). The requested funds will be allocated as follows: Personnel: $1,194.30, Fringe Benefits: $380.99, Subcontractor: $9,803.31 and Indirect Costs: $827.04. These funds will support the following grant activities: Surveillance of muscular dystrophy in the Southeastern United States. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement.
","CDC confirms that funds has been approved in the current year budget to cover the cost included in the justification.  CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",UNIVERSITY OF FLORIDA,
04/22/2025,12204.02,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payroll, Programm materials and Payroll tax","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.

 ",WORDS OF HOPE 4 LIFE,
04/22/2025,12200,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"4/21/2025 expenditure, Contractual services","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.",FL ST DEPT OF HLTH,
04/30/2025,12200,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,Payment to cover fees related to digital advertising to raise awareness among Americans re: Alzheimer&#39;s Disease prevention and early detection,"GMO recommends payment approval. 
NJ",Usagainstalzheimers,
04/24/2025,12188.71,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"This request is for the award titled Inhalation exposure assessment to microplastics for workers in the laundry and dry cleaning industry, with the subaccount #23R21OH012595, and budget period of 09/30/2023 to 09/29/2025. We are requesting a payment of $12,188.71. The requested funds will be allocated as follows: Salaries - $6,355.64, Fringe - $1,334.40, Indirect Costs - $4,498.67.
","CDC confirms that funds has been approved in the current year budget to cover the cost included in the justification.  CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",TEMPLE UNIVERSITY,
05/01/2025,12178.27,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"CDC-RFA-DP-24-0053, NU58DP007827, 09/30/2024-09/29/2025; Personnel expenses,  Indirect Costs","GMO recommends payment approval. 
NJ",OK ST DEPARTMENT OF HEALTH,
05/02/2025,12176.47,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursment for invoices paid 4/21 through 4/29. Salaries - $3189.34 (hours worked 3/30/25-4/12/25).Other - $190.32 (communication-phones) . Contractual - $8796.81 (Experis Manpower Group-temporary staff hours worked 2/24/25-4/6/25)
",The recipient provided details of the costs and identified the contractors and the periods the cost covered,"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",
04/22/2025,12175.42,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"IT Services, Grants to MN Cities, Salary, Travel","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered",MN ST DEPARTMENT OF HEALTH,
04/28/2025,12172.06,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"This is a payment request for $12,172.06 on SAMHSA grant #17SP22165A covering the time period April 1, 2025 - Apil 30, 2025. The request is comprised of the following disbursement of costs: 
Personnel $7,299.96
Fringe Benefits $2,144.55
Travel $77.77
Equipment $ 0
Supplies $109.93
Contractual/Subawards $0
Other $952.19
Indirect Costs $1,587.66
Subtotal(s) for items approved on the grant $12,172.06 
The grant activities supported by the requested payment include prevention education curriculum, prevention  conference, prom and graduation signs, media against bullying and suicide.  We certify that the costs are allowable, allocable, reasonable and necessary in accordance with 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement. We also certify that the costs do not violate the Executive Orders Ending Radical and Wasteful Government DEI Programs and Preferencing and Defending Women from Gender Ideology Extremism and Restoring Biological Truth to the Federal Government.","GMO recommends payment approval. 
NJ","REALITY CHECK, INC.",
05/01/2025,12155.72,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"We are kindly requesting to permit us to drawdown $12,155.72 from the approved budget NoA dated at 07/29/2024 to cover: - Personnel and fringe benefits for Program management for April 2025; - Contractual category includes fees for April of the next staff: M&amp;E specialist, PR specialist, two Infection disease specialists, Epidemiologist in the south region, Consultant in the south region and motivational incentives for MAT clinical staff. Also, Contractual costs include fees for two Mobile testing units staff who are providing HIV testing and PrEP among key population. - Other category includes costs for fuel of two mobile testing units for March, Internet for April, bank payment for April, targeted social media ads for April and fuel for one car for March.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.

",Republican Center for Psychiatry and Narcology,
04/30/2025,12133.73,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursement of services, supplies, payroll or other allowable expenses for March 2025 for the Center for Injury Prevention and Control, for research and development cluster. These expenditures comply with the terms and conditions of the award and do not conflict with executive orders.",CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award and approved budget narrative.,NORTHWESTERN UNIVERSITY,
05/06/2025,12125.18,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursement to subgrantee GMIS vouchers $12,125.18",CDC approves based on Mandatory Program requirements,OH ST DEPARTMENT OF PUBLIC HEALTH,
05/12/2025,12111.04,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Costs Associated with NU58DP007460-23NU58DP007460-Virginia Cardiovascular Health Program: Benefits, Personnel","GMO recommends payment approval.
NJ",VA ST DEPARTMENT OF HEALTH,
04/21/2025,12108.45,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,OPERATING EXPENSES FOR Prevention Epicenter of Emory and Collaborating Healthcare Facilities (PEACH II),"CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered",EMORY UNIVERSITY,
